"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","html-keyboard-response","21","21711","0.0-21.0","226.72000000602566","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","22","23215","0.0-22.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","23","23485","0.0-23.0","270.01999999629334","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","24","24989","0.0-24.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","25","26199","0.0-25.0","1208.7699999974575","<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","26","27245","0.0-26.0","1045.7949999836273","<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","27","28078","0.0-27.0-0.0","830.6100000045262","<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/red_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","28","28552","0.0-27.0-1.0","474.1500000236556","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","29","29451","0.0-28.0-0.0","898.0099999753293","<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/red_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","30","30203","0.0-29.0-0.0","751.2949999945704","<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","31","30608","0.0-29.0-1.0","404.5650000043679","<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","32","31069","0.0-29.0-2.0","460.2199999790173","<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","33","31510","0.0-29.0-3.0","439.2900000093505","<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","34","32070","0.0-29.0-4.0","559.1999999887776","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","35","32655","0.0-29.0-5.0","584.4050000014249","<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","",""
"","do_trial_prac","36","37916","0.0-29.0-6.0","749.1149999841582","","","","49","","","","","","","","",""
"","do_trial_prac","37","42919","0.0-29.0-7.0","491.6199999861419","","","","50","","","","","","","","",""
"","do_trial_prac","38","47757","0.0-29.0-8.0","327.87500001722947","","","","50","","","","","","","","",""
"","do_trial_prac","39","52593","0.0-29.0-9.0","327.3150000022724","","","","51","","","","","","","","",""
"","do_trial_prac","40","57408","0.0-29.0-10.0","306.1549999983981","","","","50","","","","","","","","",""
"","html-keyboard-response","41","58242","0.0-29.0-11.0","833.6600000038743","<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","42","58668","0.0-29.0-12.0","425.45999999856576","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","43","58978","0.0-30.0-0.0","308.54500000714324","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","44","59426","0.0-30.0-1.0","447.5549999915529","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","45","59669","0.0-31.0-0.0","242.36500001279637","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","46","59994","0.0-31.0-1.0","324.2199999804143","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","47","60291","0.0-32.0-0.0","296.40500000095926","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","48","62198","0.0-32.0-1.0","1906.3599999935832","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","49","62475","0.0-33.0-0.0","270.1999999990221","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","50","62807","0.0-34.0-0.0","330.72500000707805","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","",""
"","do_welcome","51","64315","0.0-35.0-0.0","null","","","","null","","","","","","","","",""
"","do_trial","52","69288","0.0-36.0-0.0","424.4649999891408","","","","49","1,0,0","0","highway","0","probe-236","1","0.4","0.1","1"
"","do_trial","53","74103","0.0-37.0-0.0","265.69000000017695","","","","50","1,0,0","0","highway","1","probe-59","1","0.4225950681090689","0.09412004975861281","0"
"","do_trial","54","79429","0.0-38.0-0.0","291.59000000800006","","","","51","1,0,0","0","highway","2","probe-180","1","0.3563766035743536","0.17664245507556436","0"
