"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","instruc5","10","128438","0.0-10.0","5950.019999989308","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","11","129944","0.0-11.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","130633","0.0-12.0","687.7999999560416","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","132137","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","132419","0.0-14.0","280.9199999901466","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","133922","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","134090","0.0-16.0","166.74499999498948","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","135593","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","18","135839","0.0-18.0","244.94499998399988","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","137343","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","20","137595","0.0-20.0","251.13000004785135","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","139096","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","139385","0.0-22.0","288.07000000961125","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","140888","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","141522","0.0-24.0","632.9200000036508","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","143026","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","144164","0.0-26.0","1136.4049999974668","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","145667","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","147833","0.0-28.0","2164.3549999571405","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","149338","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","instruc6","30","155967","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","","","","","","","","","",""
"","html-keyboard-response","31","156514","0.0-31.0","546.4299999875948","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","32","158210","0.0-32.0","1694.9000000022352","run_exp/static/audio/clip_7_pick_pirate.m4a","49","","","","","","","","","","","","","","",""
"","audio-keyboard-response","33","159419","0.0-33.0-0.0","1207.929999975022","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","34","160157","0.0-33.0-1.0","736.8199999909848","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","50","","","","","","","","","","","","","","",""
"","audio-keyboard-response","35","160853","0.0-34.0-0.0","694.3949999986216","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","","","","","","","","","",""
"","instruc9","36","168019","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","37","170728","0.0-35.0-1.0","2708.340000011958","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc10","38","219381","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","39","220206","0.0-35.0-3.0","823.3799999579787","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc11","40","241116","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","","","","","","","","","",""
"","html-keyboard-response","41","242516","0.0-35.0-5.0","1399.3050000281073","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc12","42","270558","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","43","275915","0.0-35.0-7.0","5355.845000012778","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc13","44","321239","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","","","","","","","","","",""
"","html-keyboard-response","45","322132","0.0-35.0-9.0","891.4599999552593","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","do_welcome","46","323637","0.0-35.0-10.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","47","329012","0.0-35.0-11.0","865.6000000191852","","","","","","","","49","1,0,0","","","","","","","",""
"","html-keyboard-response","48","330017","0.0-36.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","49","335061","0.0-36.0-1.0","533.3349999855272","","","","","","","","49","1,1,0","","","","","","","",""
"","html-keyboard-response","50","336064","0.0-37.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","51","340991","0.0-37.0-1.0","418.4450000175275","","","","","","","","50","1,0,1","","","","","","","",""
"","html-keyboard-response","52","341997","0.0-38.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","53","346824","0.0-38.0-1.0","319.5900000282563","","","","","","","","49","0,1,0","","","","","","","",""
"","html-keyboard-response","54","347829","0.0-39.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","55","352620","0.0-39.0-1.0","282.7949999482371","","","","","","","","50","1,0,0","","","","","","","",""
"","do_bye","56","354129","0.0-40.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_travel","57","360135","0.0-40.0-1.0","null","","","","","","","","null","","","","","","","","",""
"","do_welcome","58","361643","0.0-40.0-2.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","59","367025","0.0-40.0-3.0","874.5099999941885","","","","","","","","49","1,0,0","","","","","","","",""
"","html-keyboard-response","60","368029","0.0-41.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","61","372893","0.0-41.0-1.0","353.14999998081475","","","","","","","","49","1,0,1","","","","","","","",""
"","html-keyboard-response","62","373898","0.0-42.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","63","378747","0.0-42.0-1.0","339.3499999656342","","","","","","","","49","1,1,0","","","","","","","",""
"","html-keyboard-response","64","379751","0.0-43.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","65","384548","0.0-43.0-1.0","289.3049999838695","","","","","","","","49","0,0,1","","","","","","","",""
"","html-keyboard-response","66","385553","0.0-44.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","67","390755","0.0-44.0-1.0","692.9100000415929","","","","","","","","49","1,0,1","","","","","","","",""
"","html-keyboard-response","68","394583","0.0-45.0-0.0","3826.95000001695","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","69","395520","0.0-46.0-0.0","934.4350000028498","<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","html-keyboard-response","70","396834","0.0-46.0-1.0","1313.9249999658205","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>","50","","","","","","","","","","","","","","",""
"","html-keyboard-response","71","397770","0.0-47.0-0.0","934.5650000032037","<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","quiz_beginning","72","411178","0.0-47.0-1.0","null","run_exp/static/audio/clip_16_quiz_intro.m4a","null","","","","","<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>","","","","","","","","","",""
"","audio-keyboard-response","73","430996","0.0-47.0-2.0","19817.099999985658","run_exp/static/audio/clip_17_q1.m4a","50","","","","","","","","","","","","","","",""
"","correct","74","433957","0.0-48.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","75","435052","0.0-48.0-1.0","1095.035000005737","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","76","436375","0.0-48.0-2.0","1322.3899999866262","run_exp/static/audio/clip_20_q2.m4a","50","","","","","","","","","","","","","","",""
"","correct","77","439366","0.0-49.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","78","439929","0.0-49.0-1.0","561.870000034105","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","79","455215","0.0-49.0-2.0","15285.180000006221","run_exp/static/audio/clip_22_q3.m4a","50","","","","","","","","","","","","","","",""
"","correct","80","458197","0.0-50.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","81","458810","0.0-50.0-1.0","612.5149999861605","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","82","466101","0.0-50.0-2.0","7290.345000044908","run_exp/static/audio/clip_24_q4.m4a","49","","","","","","","","","","","","","","",""
"","correct","83","469135","0.0-51.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","84","469958","0.0-51.0-1.0","822.5800000363961","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","q_all_corr","85","479005","0.0-52.0-0.0","null","run_exp/static/audio/clip_27_quiz_all_correct.m4a","null","","","","","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>","","","","","","","","","",""
"","html-keyboard-response","86","479664","0.0-52.0-1.0","657.5450000236742","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","do_welcome","87","481168","0.0-53.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","88","486870","0.0-54.0-0.0","1140.9349999739788","","","","","","","","49","1,0,0","0","forest","0","probe-06","0.6","0.3","0.1","1"
"","html-keyboard-response","89","487875","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","90","492918","0.0-55.0-0.0","495.2049999847077","","","","","","","","49","1,1,0","0","forest","1","probe-102","0.490889027902843","0.4492712283574675","0.13859523365977294","1"
"","html-keyboard-response","91","493923","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","92","498846","0.0-56.0-0.0","373.4699999913573","","","","","","","","49","1,1,0","0","forest","2","probe-33","0.3701179120062","0.4182338987653482","0.0838972058899054","1"
"","html-keyboard-response","93","499851","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","94","505903","0.0-57.0-0.0","null","","","","","","","","null","1,0,1","0","forest","3","probe-212","0.3665225475968412","0.3805561840664732","0.0854712500691236",""
"","html-keyboard-response","95","506908","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","96","511728","0.0-58.0-0.0","275.7999999448657","","","","","","","","49","1,1,0","0","forest","4","probe-02","0.6972616255867132","0.34486250573774274","0.13035729805405957","1"
"","html-keyboard-response","97","512732","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","98","517554","0.0-59.0-0.0","275.15000000130385","","","","","","","","49","1,1,1","0","forest","5","probe-103","0.7193758325771491","0.3314797968925163","0.09984584363018069","1"
"","html-keyboard-response","99","518558","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","100","523427","0.0-60.0-0.0","319.1600000136532","","","","","","","","49","1,0,0","0","forest","6","probe-119","0.674743471416084","0.32987069592973794","0.0706698336040043","1"
"","html-keyboard-response","101","524431","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","102","529309","0.0-61.0-0.0","332.70999998785555","","","","","","","","49","1,0,0","0","forest","7","probe-77","0.7762469392648919","0.3378068502243067","0.05488753280976814","1"
"","html-keyboard-response","103","530313","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","104","535188","0.0-62.0-0.0","324.37500002561137","","","","","","","","49","0,1,1","0","forest","8","probe-89","0.7044547365173088","0.3072201497869396","0.09041512971790643","0"
"","html-keyboard-response","105","536191","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","106","541078","0.0-63.0-0.0","340.66500002518296","","","","","","","","49","1,1,0","0","forest","9","probe-105","0.5704577661721988","0.19127687102962887","0.08326990999389447","1"
"","html-keyboard-response","107","542083","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","108","546960","0.0-64.0-0.0","331.1500000418164","","","","","","","","49","1,0,1","0","forest","10","probe-219","0.6738775018877152","0.19498156887941798","0.09091989019167276","1"
"","html-keyboard-response","109","547964","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","110","552510","0.0-65.0-0.0","0.1699999556876719","","","","","","","","49","1,0,0","0","forest","11","probe-09","0.8265147419393293","0.12144307937364651","0.05438771990574","1"
"","html-keyboard-response","111","553512","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","112","558360","0.0-66.0-0.0","300.27499998686835","","","","","","","","49","0,0,0","0","forest","12","probe-205","0.7635241268193348","0.16653995065052724","0.14554554690480398","0"
"","html-keyboard-response","113","559365","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","114","564157","0.0-67.0-0.0","243.99499996798113","","","","","","","","49","0,1,0","0","forest","13","probe-70","0.5839302027076284","0.20830383075536973","0.09398298290583083","0"
"","html-keyboard-response","115","565160","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","116","570017","0.0-68.0-0.0","305.8399999863468","","","","","","","","49","0,1,0","0","forest","14","probe-185","0.5463927682178746","0.32294998499823885","0.1023414579121437","0"
"","html-keyboard-response","117","571023","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","118","576485","0.0-69.0-0.0","911.9100000243634","","","","","","","","49","1,1,0","0","forest","15","probe-94","0.6234824264926865","0.45484840823384104","0.06284217079500318","1"
"","html-keyboard-response","119","577491","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","120","582708","0.0-70.0-0.0","667.8950000205077","","","","","","","","49","1,1,0","0","forest","16","probe-35","0.6341025880385962","0.37534638256071334","0.07255506451857832","1"
"","html-keyboard-response","121","583710","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","122","588548","0.0-71.0-0.0","291.12499998882413","","","","","","","","49","1,0,0","0","forest","17","probe-100","0.6963675475136644","0.3362010218091321","0.18905492435035207","1"
"","html-keyboard-response","123","589550","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","124","594292","0.0-72.0-0.0","192.49499996658415","","","","","","","","49","1,0,0","0","forest","18","probe-155","0.5873518355347948","0.42716632998744203","0.12701954169051569","1"
"","html-keyboard-response","125","595295","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","126","600053","0.0-73.0-0.0","207.74500002153218","","","","","","","","49","1,0,0","0","forest","19","probe-121","0.5664134465579734","0.24298444637735295","0.16610493608579263","1"
"","html-keyboard-response","127","601056","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","128","606307","0.0-74.0-0.0","704.3549999943934","","","","","","","","49","1,0,0","0","forest","20","probe-154","0.7399227474057061","0.062434395071579336","0.21173366874560132","1"
"","html-keyboard-response","129","607313","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","130","612310","0.0-75.0-0.0","451.70999999390915","","","","","","","","49","1,1,0","0","forest","21","probe-58","0.6690565217965937","0.28380925322982864","0.15117672802145785","1"
"","html-keyboard-response","131","613312","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","132","618375","0.0-76.0-0.0","516.654999984894","","","","","","","","49","1,0,0","0","forest","22","probe-42","0.6361070639179183","0.2783309141004839","0.21836332923284837","1"
"","html-keyboard-response","133","619379","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","134","624149","0.0-77.0-0.0","222.9949999600649","","","","","","","","49","1,0,0","0","forest","23","probe-98","0.7767271792300083","0.2943550408202865","0.19809152909978736","1"
"","html-keyboard-response","135","625156","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","136","629707","0.0-78.0-0.0","0.11500000255182385","","","","","","","","49","0,1,1","0","forest","24","probe-69","0.6692120901344352","0.3637695841974049","0.29025530095478486","0"
"","html-keyboard-response","137","630712","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
