"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","invalidProbeTrials","choice_blocks"
"","html-keyboard-response","22","36946","0.0-7.0-1.0","485.68499999237247","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","37344","0.0-8.0-0.0","397.3249999980908","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","37720","0.0-8.0-1.0","375.38499999209307","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","38006","0.0-9.0-0.0","284.20500000356697","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","38458","0.0-10.0-0.0","451.4049999997951","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","","","","","","","","","",""
"","do_welcome","27","39964","0.0-11.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","28","45443","0.0-12.0-0.0","925.5249999987427","","","49","1,1,0","0","mountain","0","probe-39","1","0.4","0.1","1","","","","","","","","",""
"","do_trial","29","50430","0.0-13.0-0.0","436.5199999883771","","","49","1,0,1","0","mountain","1","probe-109","1","0.4749610307427921","0.05192071633518069","1","","","","","","","","",""
"","do_bye","30","51939","0.0-14.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","31","57942","0.0-15.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","32","59449","0.0-15.0-1.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","33","64845","0.0-16.0-0.0","846.3050000136718","","","50","1,1,0","1","highway","2","probe-178","1","0.5134691993438616","0.10287572400899091","1","","","","","","","","",""
"","do_trial","34","69697","0.0-17.0-0.0","304.6899999899324","","","49","1,0,0","1","highway","3","probe-130","1","0.4284585578130994","0.06652053103384965","1","","","","","","","","",""
"","do_bye","35","71206","0.0-18.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","36","77208","0.0-19.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","37","78712","0.0-19.0-1.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","38","84766","0.0-20.0-0.0","null","","","null","1,0,0","2","forest","4","probe-106","0.9127792569537608","0.31847422558041194","0.14625773440462606","","","","","","","","","",""
"","do_trial","39","89808","0.0-21.0-0.0","492.0249999850057","","","49","1,1,0","2","forest","5","probe-233","0.8529123391038526","0.32293853542572526","0.11387175064247998","1","","","","","","","","",""
"","do_bye","40","91315","0.0-22.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","41","97321","0.0-23.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","42","98832","0.0-23.0-1.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","43","103864","0.0-24.0-0.0","483.53500000666827","","","50","1,0,0","3","coast","6","probe-07","0.8837481393507443","0.42212135664567774","0.05930207266705609","0","","","","","","","","",""
"","do_trial","44","108741","0.0-25.0-0.0","326.2399999948684","","","50","1,0,0","3","coast","7","probe-37","0.873956320516841","0.5545770035090575","0.07797762255850009","0","","","","","","","","",""
"","do_bye","45","110250","0.0-26.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","46","116254","0.0-27.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","47","117761","0.0-27.0-1.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","48","122864","0.0-28.0-0.0","554.5249999850057","","","50","1,0,0","4","countryside","8","probe-69","0.799888912500462","0.36444227639241517","0.1346117184749545","0","","","","","","","","",""
"","do_trial","49","127880","0.0-29.0-0.0","463.8750000158325","","","50","1,1,0","4","countryside","9","probe-152","0.7646501134836617","0.49732923036786747","0.18181466370897478","1","","","","","","","","",""
"","do_bye","50","129389","0.0-30.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","51","135392","0.0-31.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","52","136901","0.0-31.0-1.0","null","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","53","142387","0.0-32.0-0.0","933.7349999987055","","","49","1,1,1","5","city","10","probe-183","0.6073779385699047","0.24142960637529018","0.5244306688804904","1","","","","","","","","",""
"","do_trial","54","147238","0.0-33.0-0.0","302.4999999906868","","","50","0,1,1","5","city","11","probe-40","0.5144842049398679","0.2559887697591193","0.8180114963272717","1","","","","","","","","",""
"","do_bye","55","148744","0.0-34.0-0.0","null","","","null","","","","","","","","","","","","","","","","","",""
