"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","invalidProbeTrials","availableForMemProbe","choice_blocks"
"","html-keyboard-response","10","24961","0.0-10.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","11","25290","0.0-11.0","327.95499998610467","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","26791","0.0-12.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","27139","0.0-13.0","346.8050000083167","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","28641","0.0-14.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","28918","0.0-15.0","275.6649999937508","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","30421","0.0-16.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","30743","0.0-17.0","320.5749999906402","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","18","32244","0.0-18.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","32570","0.0-19.0","324.95499998913147","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","20","34072","0.0-20.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","34335","0.0-21.0","262.20500000636093","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","35839","0.0-22.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","35980","0.0-23.0","140.2200000011362","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","37483","0.0-24.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","38491","0.0-25.0","1006.9949999742676","<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","140442","0.0-26.0","101950.46500000171","<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","141098","0.0-27.0-0.0","653.8000000000466","<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/red_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","141754","0.0-27.0-1.0","655.2300000039395","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","142692","0.0-28.0-0.0","936.7499999934807","<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/red_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","30","145214","0.0-29.0-0.0","2521.404999977676","<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","145732","0.0-29.0-1.0","517.3200000135694","<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","32","146286","0.0-29.0-2.0","552.880000002915","<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","148345","0.0-29.0-3.0","2058.370000013383","<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","34","149030","0.0-29.0-4.0","684.0349999838509","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","35","152682","0.0-29.0-5.0","3651.945000019623","<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","36","158027","0.0-29.0-6.0","832.8150000015739","","","","49","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","37","162968","0.0-29.0-7.0","434.9649999930989","","","","50","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","38","168011","0.0-29.0-8.0","534.6950000093784","","","","51","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","39","172906","0.0-29.0-9.0","385.42999999481253","","","","50","","","","","","","","","","","","","","","","","",""
"","do_trial_prac","40","178241","0.0-29.0-10.0","825.0600000028498","","","","49","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","41","179439","0.0-29.0-11.0","1197.009999974398","<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","42","179781","0.0-29.0-12.0","341.4749999938067","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","43","180128","0.0-30.0-0.0","345.9300000104122","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","44","180562","0.0-30.0-1.0","433.58000001171604","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","45","180993","0.0-31.0-0.0","429.2399999976624","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","46","183474","0.0-31.0-1.0","2481.3299999805167","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","47","183757","0.0-32.0-0.0","282.01500000432134","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","48","184094","0.0-32.0-1.0","336.0450000036508","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","49","184530","0.0-33.0-0.0","433.9200000104029","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","50","185240","0.0-34.0-0.0","709.2549999943003","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","51","186746","0.0-35.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","52","191835","0.0-36.0-0.0","535.6050000118557","","","","49","1,0,0","0","forest","0","probe-184","1","0.4","0.1","1","","","","","","","","",""
"","do_trial","53","196815","0.0-37.0-0.0","428.200000023935","","","","50","1,0,0","0","forest","1","probe-44","1","0.44140365036158896","0.0931184836584032","0","","","","","","","","",""
"","do_bye","54","198325","0.0-38.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","55","204332","0.0-39.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","56","205837","0.0-39.0-1.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","57","210901","0.0-40.0-0.0","516.0649999743327","","","","51","1,0,0","1","coast","2","probe-56","1","0.46173414318213235","0.11341298031155489","0","","","","","","","","",""
"","do_trial","58","215795","0.0-41.0-0.0","346.69999999459833","","","","50","1,0,0","1","coast","3","probe-194","1","0.4590924385813504","0.135998330263938","0","","","","","","","","",""
"","do_bye","59","217303","0.0-42.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","60","223308","0.0-43.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","61","224818","0.0-43.0-1.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","62","229938","0.0-44.0-0.0","567.4550000112504","","","","50","1,1,0","2","mountain","4","probe-222","0.9395664876020685","0.5189023183105117","0.18565106652812655","1","","","","","","","","",""
"","do_trial","63","235047","0.0-45.0-0.0","559.6399999922141","","","","49","1,1,0","2","mountain","5","probe-66","0.9493226470120959","0.5700314289059837","0.06426169248149834","1","","","","","","","","",""
"","do_bye","64","236556","0.0-46.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","65","242562","0.0-47.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","66","244067","0.0-47.0-1.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","67","249199","0.0-48.0-0.0","570.6000000063796","","","","51","1,0,0","3","city","6","probe-153","0.9020211338587781","0.5369272682264596","0.1141423327070742","0","","","","","","","","",""
"","do_trial","68","254207","0.0-49.0-0.0","460.87000000989065","","","","50","1,1,1","3","city","7","probe-86","0.9286534492902631","0.45133602133031275","0.2699171279420148","1","","","","","","","","",""
"","do_bye","69","255717","0.0-50.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","70","261723","0.0-51.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","71","263229","0.0-51.0-1.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","72","268334","0.0-52.0-0.0","556.6399999952409","","","","49","1,0,0","4","highway","8","probe-200","0.9115713011779764","0.4757763870112505","0.14739092327199377","1","","","","","","","","",""
"","do_trial","73","273278","0.0-53.0-0.0","392.77999999467283","","","","50","1,0,1","4","highway","9","probe-177","0.8750265368239408","0.463660890194143","0.10797418001633532","0","","","","","","","","",""
"","do_bye","74","274787","0.0-54.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_travel","75","280790","0.0-55.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_welcome","76","282299","0.0-55.0-1.0","null","","","","null","","","","","","","","","","","","","","","","","",""
"","do_trial","77","287407","0.0-56.0-0.0","557.3200000217184","","","","51","1,0,0","5","countryside","10","probe-101","0.5527886132146977","0.5336393583455374","0.20573433256664075","0","","","","","","","","",""
"","do_trial","78","292342","0.0-57.0-0.0","385.4449999926146","","","","50","1,1,0","5","countryside","11","probe-96","0.2899432494547922","0.623263833211211","0.19138023396522616","1","","","","","","","","",""
"","do_bye","79","293851","0.0-58.0-0.0","null","","","","null","","","","","","","","","","","","","","","","","",""
