"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","html-keyboard-response","15","20714","0.0-15.0","293.7300000048708","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","16","22219","0.0-16.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","17","22504","0.0-17.0","283.78499997779727","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","18","24008","0.0-18.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","19","24268","0.0-19.0","259.6049999992829","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","20","25770","0.0-20.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","21","26080","0.0-21.0","309.37999999150634","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","22","27585","0.0-22.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","23","27829","0.0-23.0","242.59999999776483","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","","","","","","","","","","",""
"","html-keyboard-response","24","29334","0.0-24.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","","","","","","","","","","",""
"","html-keyboard-response","25","30260","0.0-25.0","925.1850000000559","<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","26","31016","0.0-26.0","755.1199999870732","<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","27","31762","0.0-27.0-0.0","744.1699999908451","<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/red_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","28","32133","0.0-27.0-1.0","370.19499999587424","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","29","32696","0.0-28.0-0.0","561.8449999892619","<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/white_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","30","33239","0.0-29.0-0.0","542.1149999892805","<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","31","33679","0.0-29.0-1.0","439.3749999871943","<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","32","34143","0.0-29.0-2.0","463.37499999208376","<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","33","34757","0.0-29.0-3.0","613.3200000040233","<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","34","35212","0.0-29.0-4.0","454.1800000006333","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","35","35610","0.0-29.0-5.0","397.1799999999348","<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","","","","","","","","","","",""
"","do_trial_prac","36","40749","0.0-29.0-6.0","629.3650000006892","","","","50","","","","","","","","",""
"","do_trial_prac","37","45570","0.0-29.0-7.0","310.7599999930244","","","","51","","","","","","","","",""
"","do_trial_prac","38","50367","0.0-29.0-8.0","290.210000006482","","","","49","","","","","","","","",""
"","do_trial_prac","39","55200","0.0-29.0-9.0","324.4750000012573","","","","51","","","","","","","","",""
"","do_trial_prac","40","60029","0.0-29.0-10.0","323.4550000051968","","","","50","","","","","","","","",""
"","html-keyboard-response","41","61055","0.0-29.0-11.0","1024.9900000053458","<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","","","","","","","","","","",""
"","html-keyboard-response","42","61440","0.0-29.0-12.0","384.7550000064075","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","43","61756","0.0-30.0-0.0","315.06500000250526","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","44","62159","0.0-30.0-1.0","402.3450000095181","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","45","62465","0.0-31.0-0.0","305.0900000089314","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","46","62787","0.0-31.0-1.0","321.6449999890756","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","",""
"","html-keyboard-response","47","63077","0.0-32.0-0.0","289.06999999890104","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","48","63368","0.0-32.0-1.0","290.4850000049919","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","",""
"","html-keyboard-response","49","63628","0.0-33.0-0.0","253.80999999470077","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","",""
"","html-keyboard-response","50","63973","0.0-34.0-0.0","343.83500000694767","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","",""
"","do_welcome","51","65482","0.0-35.0-0.0","null","","","","null","","","","","","","","",""
"","do_trial","52","70572","0.0-36.0-0.0","540.1349999883678","","","","49","1,0,0","0","coast","0","probe-79","1","0.4","0.1","1"
"","do_trial","53","75529","0.0-37.0-0.0","407.25999997812323","","","","50","1,0,0","0","coast","1","probe-212","1","0.28832908604177854","0.2298102314870188","0"
"","do_trial","54","80473","0.0-38.0-0.0","396.8450000102166","","","","51","1,0,0","0","coast","2","probe-75","1","0.2678200223845685","0.10040618367162198","0"
"","do_trial","55","85470","0.0-39.0-0.0","446.4849999931175","","","","49","1,0,0","0","coast","3","probe-116","1","0.3461211742657633","0.07680498246991138","1"
"","do_trial","56","90628","0.0-40.0-0.0","608.9800000190735","","","","50","1,0,0","0","coast","4","probe-07","0.9311525571756266","0.37248260710789327","0.092787319012902","0"
"","do_trial","57","95544","0.0-41.0-0.0","366.63500001304783","","","","51","1,0,1","0","coast","5","probe-101","0.8258264412289442","0.464073071552002","0.14691928702749446","1"
