"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","invalidProbeTrials","invalidProbeTrials_copy","mem_probe_trials","choice_blocks"
"","html-keyboard-response","20","40776","0.0-6.0-1.0","539.439999993192","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","41157","0.0-7.0-0.0","380.1800000073854","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","41464","0.0-7.0-1.0","306.93000002065673","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","41818","0.0-8.0-0.0","352.79000000446104","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","42516","0.0-8.0-1.0","697.2599999862723","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","43096","0.0-9.0-0.0","579.7400000155903","<br><br><br><br><p>That’s incorrect! You should remember the place where a pirate robbed a ship. You can try associating the ship’s item with the place to better remember.</p><p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","43527","0.0-10.0-0.0","429.95499999960884","<br><br><br><br><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! If you fail the quiz too many times, you won’t be able to do the experiment. </p> <p><br>[press the space bar to repeat the quiz]</br></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","44950","0.0-10.0-1.0","1423.2049999991432","<div class='center'><p>You win bonus money by making choices as fast as possible.</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","45452","0.0-11.0-0.0","501.1649999942165","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","45704","0.0-11.0-1.0","251.46999998833053","<div class='center'><p>You press the <b>‘3’</b> button on the keyboard to choose the red bearded pirate? </p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","30","46040","0.0-12.0-0.0","335.24499999475665","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","31","46343","0.0-12.0-1.0","302.65500000678","<div class='center'><p>A pirate will always be equally successful at robbing ships in each place</p><p>Press 1 for true and press  2 for false.</p></div>","50","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","32","46574","0.0-13.0-0.0","229.6199999982491","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","33","46896","0.0-13.0-1.0","321.6750000137836","<div class='center'><p>You should remember the place where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>","49","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","34","47069","0.0-14.0-0.0","171.57000000588596","<br><br><br><br><p>That's correct!</p> <p><b>[press the space bar to continue with the quiz]</b></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","html-keyboard-response","35","47485","0.0-15.0-0.0","414.59000000031665","<br><br><br><br><p>Good job! You’re now ready to move on to the real game!</p> <p><br>[press the space bar to begin!]</br></p>","32","","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","36","48993","0.0-16.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","37","57297","0.0-17.0-0.0","null","","","null","1,0,0","0","mountain","0","probe-06","1","0.4","0.1","","","","","","","","","","","",""
"","do_trial","38","65408","0.0-18.0-0.0","null","","","null","1,0,0","0","mountain","1","probe-143","1","0.48705509972749644","0.16399326638690845","","","","","","","","","","","",""
"","do_bye","39","68407","0.0-19.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_travel","40","75065","0.0-20.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","41","77467","0.0-20.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","42","84928","0.0-21.0-0.0","null","","","null","1,1,0","1","forest","2","probe-133","1","0.40650789273697113","0.19675392183034215","","","","","","","","","","","",""
"","do_trial","43","93419","0.0-22.0-0.0","null","","","null","1,1,0","1","forest","3","probe-42","1","0.46099732169709257","0.09826890926473325","","","","","","","","","","","",""
"","do_bye","44","96422","0.0-23.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_travel","45","102864","0.0-24.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","46","104679","0.0-24.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","47","114340","0.0-25.0-0.0","null","","","null","1,0,0","2","city","4","probe-70","0.9223477171607104","0.4663313965148601","0.07322723022297126","","","","","","","","","","","",""
"","do_trial","48","122445","0.0-26.0-0.0","null","","","null","0,1,0","2","city","5","probe-231","0.9329445776207207","0.45052268008568613","0.06560522985908229","","","","","","","","","","","",""
"","do_bye","49","125447","0.0-27.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_travel","50","131916","0.0-28.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","51","134556","0.0-28.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","52","142107","0.0-29.0-0.0","null","","","null","1,0,0","3","coast","6","probe-130","0.7919415546856456","0.5359010769118716","0.15209650133524516","","","","","","","","","","","",""
"","do_trial","53","149797","0.0-30.0-0.0","null","","","null","1,0,0","3","coast","7","probe-200","0.7344061806842345","0.42003809710008105","0.11063708784298885","","","","","","","","","","","",""
"","do_bye","54","152607","0.0-31.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_travel","55","158998","0.0-32.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","56","161512","0.0-32.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","57","169027","0.0-33.0-0.0","null","","","null","1,1,1","4","highway","8","probe-35","0.6958436724897757","0.495545479163077","0.13129987576838117","","","","","","","","","","","",""
"","do_trial","58","177605","0.0-34.0-0.0","null","","","null","0,0,0","4","highway","9","probe-180","0.8379427866532757","0.4741702805054288","0.15289039245696712","","","","","","","","","","","",""
"","do_bye","59","180607","0.0-35.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_travel","60","186969","0.0-36.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_welcome","61","189522","0.0-36.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
"","do_trial","62","197105","0.0-37.0-0.0","null","","","null","1,0,1","5","countryside","10","probe-237","0.7222784796996956","0.5972341053106112","0.1821720997166034","","","","","","","","","","","",""
"","do_trial","63","205643","0.0-38.0-0.0","null","","","null","0,1,0","5","countryside","11","probe-28","0.6815016080672334","0.7871052729169615","0.0513254655335146","","","","","","","","","","","",""
"","do_bye","64","207690","0.0-39.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","","",""
