"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","instruc5","10","153399","0.0-10.0","1458.0500000156462","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","",""
"","html-keyboard-response","11","154901","0.0-11.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","12","155401","0.0-12.0","499.14999993052334","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","13","156907","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","14","157179","0.0-14.0","270.92000003904104","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","15","158683","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","16","158914","0.0-16.0","229.5600000070408","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","17","160416","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","18","160503","0.0-18.0","85.88500006590039","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","19","162005","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","20","163008","0.0-20.0","1002.1450000349432","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","21","164514","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","22","165125","0.0-22.0","609.8050000146031","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","23","166627","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","24","167648","0.0-24.0","1019.4950000150129","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","25","169150","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","26","170465","0.0-26.0","1313.979999977164","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","27","171966","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","28","174588","0.0-28.0","2621.1650000186637","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","29","176089","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","instruc6","30","182720","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","",""
"","html-keyboard-response","31","189609","0.0-31.0","6888.664999976754","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","32","191498","0.0-32.0","1887.830000021495","run_exp/static/audio/clip_7_pick_pirate.m4a","49","","","","","","",""
"","audio-keyboard-response","33","192350","0.0-33.0-0.0","849.3849999504164","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","",""
"","audio-keyboard-response","34","192702","0.0-33.0-1.0","350.8249999722466","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","50","","","","","","",""
"","audio-keyboard-response","35","193250","0.0-34.0-0.0","547.249999945052","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","",""
"","instruc9","36","200413","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","",""
"","html-keyboard-response","37","202470","0.0-35.0-1.0","2056.0650000115857","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc10","38","251102","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","",""
"","html-keyboard-response","39","311031","0.0-35.0-3.0","59928.09499998111","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc11","40","331883","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","",""
"","html-keyboard-response","41","401284","0.0-35.0-5.0","69399.85499996692","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","429260","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","432623","0.0-35.0-7.0","3361.890000058338","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","477814","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","",""
"","html-keyboard-response","45","511054","0.0-35.0-9.0","33239.825000055134","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","512561","0.0-35.0-10.0","null","","","","","","","","null",""
"","do_trial","47","518332","0.0-35.0-11.0","1258.6850000079721","","","","","","","","49","1,0,0"
"","html-keyboard-response","48","519337","0.0-36.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","49","524173","0.0-36.0-1.0","326.6500000609085","","","","","","","","49","1,1,0"
"","html-keyboard-response","50","525178","0.0-37.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","51","529968","0.0-37.0-1.0","280.79499991144985","","","","","","","","49","1,0,1"
"","html-keyboard-response","52","530972","0.0-38.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","53","535766","0.0-38.0-1.0","287.75000001769513","","","","","","","","49","0,1,0"
"","html-keyboard-response","54","536769","0.0-39.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","55","541904","0.0-39.0-1.0","626.3349999208003","","","","","","","","49","1,0,0"
"","do_bye","56","543413","0.0-40.0-0.0","null","","","","","","","","null",""
"","do_travel","57","549418","0.0-40.0-1.0","null","","","","","","","","null",""
"","do_welcome","58","550924","0.0-40.0-2.0","null","","","","","","","","null",""
"","do_trial","59","556630","0.0-40.0-3.0","1195.6400000490248","","","","","","","","49","1,0,0"
"","html-keyboard-response","60","557636","0.0-41.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","61","562175","0.0-41.0-1.0","30.80000006593764","","","","","","","","49","1,0,1"
"","html-keyboard-response","62","563178","0.0-42.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","63","567961","0.0-42.0-1.0","274.5100000174716","","","","","","","","49","1,1,0"
"","html-keyboard-response","64","568966","0.0-43.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","65","574001","0.0-43.0-1.0","524.5350000914186","","","","","","","","49","0,0,1"
"","html-keyboard-response","66","575004","0.0-44.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","67","581015","0.0-44.0-1.0","null","","","","","","","","null","1,0,1"
"","html-keyboard-response","68","582019","0.0-45.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","69","588032","0.0-45.0-1.0","null","","","","","","","","null","1,0,1"
"","html-keyboard-response","70","589035","0.0-46.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","71","595046","0.0-46.0-1.0","null","","","","","","","","null","1,0,1"
"","html-keyboard-response","72","596051","0.0-47.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","73","602060","0.0-47.0-1.0","null","","","","","","","","null","1,0,1"
"","html-keyboard-response","74","603064","0.0-48.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","75","609074","0.0-48.0-1.0","null","","","","","","","","null","1,0,1"
"","html-keyboard-response","76","610076","0.0-49.0-0.0","null","<p></p>","null","","","","","","",""
