"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","instruc10","38","443233","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","",""
"","html-keyboard-response","39","445488","0.0-35.0-3.0","2254.399999976158","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc11","40","466379","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","",""
"","html-keyboard-response","41","479161","0.0-35.0-5.0","12781.579999951646","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","507137","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","517984","0.0-35.0-7.0","10846.600000048056","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","563176","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","",""
"","html-keyboard-response","45","582503","0.0-35.0-9.0","19325.844999984838","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","584012","0.0-35.0-10.0","null","","","","","","","","null",""
"","do_trial","47","589500","0.0-35.0-11.0","975.8799999253824","","","","","","","","49","1,0,0"
"","html-keyboard-response","48","590505","0.0-36.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","49","595332","0.0-36.0-1.0","317.6149999490008","","","","","","","","49","1,1,0"
"","html-keyboard-response","50","596336","0.0-37.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","51","601151","0.0-37.0-1.0","303.44499996863306","","","","","","","","49","1,0,1"
"","html-keyboard-response","52","602154","0.0-38.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","53","607050","0.0-38.0-1.0","388.6399999028072","","","","","","","","49","0,1,0"
"","html-keyboard-response","54","608052","0.0-39.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","55","612969","0.0-39.0-1.0","407.96999994199723","","","","","","","","49","1,0,0"
"","do_bye","56","614478","0.0-40.0-0.0","null","","","","","","","","null",""
"","do_travel","57","620481","0.0-40.0-1.0","null","","","","","","","","null",""
"","do_welcome","58","621989","0.0-40.0-2.0","null","","","","","","","","null",""
"","do_trial","59","626936","0.0-40.0-3.0","438.689999980852","","","","","","","","49","1,0,0"
"","html-keyboard-response","60","627939","0.0-41.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","61","632756","0.0-41.0-1.0","308.725000009872","","","","","","","","49","1,0,1"
"","html-keyboard-response","62","633758","0.0-42.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","63","638563","0.0-42.0-1.0","297.6699999999255","","","","","","","","49","1,1,0"
"","html-keyboard-response","64","639566","0.0-43.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","65","644411","0.0-43.0-1.0","334.65000009164214","","","","","","","","49","0,0,1"
"","html-keyboard-response","66","645414","0.0-44.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","67","650042","0.0-44.0-1.0","116.2999999942258","","","","","","","","49","1,0,1"
