"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","response"
"","html-keyboard-response","12","63593","0.0-12.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>","null","",""
"","html-keyboard-response","13","64123","0.0-13.0","528.3999999761581","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","14","65625","0.0-14.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","",""
"","html-keyboard-response","15","65974","0.0-15.0","348.2999999523163","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","16","67477","0.0-16.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","",""
"","html-keyboard-response","17","67741","0.0-17.0","261.39999997615814","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","18","69243","0.0-18.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","",""
"","html-keyboard-response","19","69503","0.0-19.0","258.39999997615814","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","20","71005","0.0-20.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_no_win.png' height='500'></p>","null","",""
"","html-keyboard-response","21","71279","0.0-21.0","271","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","22","72781","0.0-22.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","",""
"","html-keyboard-response","23","72783","0.0-23.0","0.6000000238418579","<br><br><br><br><p><img src='run_exp/static/images/blue.png' height='500'></p>","49","",""
"","html-keyboard-response","24","74284","0.0-24.0","null","<br><br><br><br><p><img src='run_exp/static/images/blue_win.png' height='500'></p>","null","",""
"","html-keyboard-response","25","77742","0.0-25.0","3456.7000000476837","<div class='center'><p> See, he was successful at robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","26","89828","0.0-26.0","12082.200000047684","<div class='center'><p>In the game, you will get to choose which of three pirates you want to rob the next ship. <p>Press the <b>‘1’</b> button on your keyboard to pick the pirate with the red beard.</p><p> Press <b>‘2’</b> to pick the pirate with the white beard.</p><p> Press <b>‘3’</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","51","",""
"","html-keyboard-response","27","92311","0.0-27.0-0.0","2477.3000000715256","<div class='center'><p>This pirate was successful at robbing the ship!</p><p><img src='run_exp/static/images/black_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","28","94532","0.0-27.0-1.0","2218.5","<div class='center'><p>Now try choosing another</p><p><img src='run_exp/static/images/all_pirates.png' height='500'></p></div>","51","",""
"","html-keyboard-response","29","97758","0.0-28.0-0.0","3223","<div class='center'><p>This pirate was not successful at robbing the ship!</p><p><img src='run_exp/static/images/black_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","30","102438","0.0-29.0-0.0","4677.100000023842","<div class='center'><p>You’ll stop at these 6 places on your journey.</p><p><img src='run_exp/static/images/all_contexts.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","31","109391","0.0-29.0-1.0","6951.200000047684","<div class='center'><p>How good a pirate is at robbing ships will depend on the current place.</p><p> Some pirates will have been to the place before, and will have more experience robbing ships there.</p><p>So, they will be more successful at stealing gold and bringing it back to you.</p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","32","122273","0.0-29.0-2.0","12878.899999976158","<div class='center'><p>How successful a pirate is at robbing ships can also change in a place.<p> Ships may hear about the pirates coming and will improve their defenses. This may make it more difficult to rob them.</p><p> Ships may also grow lazy and lower their defenses. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","33","160183","0.0-29.0-3.0","37906.5","<div class='center'><p>Once you choose a pirate to rob a ship, you’ll be shown the ship they are robbing.</p><p>The ship will have a picture of the item they sold at the marketplace.</p><p> Try your best to remember the ship and where you saw the ship.</p><p> You’ll have to remember this for later, and remembering this correctly will help you win more bonus money!</p><p>You can remember the ship by remembering the item they sold at the marketplace</p><p>A helpful strategy is to try to come up with a story of the chosen pirate and ship’s item interacting with the scene.</p><p> For example, a ship might have sold travel mugs and you could imagine red beard walking through the city with a travel mug. </p><p>Or imagine an apple falling from a tree into white beard's hands in the forest.</p><p><img src='run_exp/static/images/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","34","165935","0.0-29.0-4.0","5748.299999952316","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p>You can’t win more gold. You just have to sit and wait.</p><p><img src='run_exp/static/images/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","",""
"","html-keyboard-response","35","195187","0.0-29.0-5.0","29250.400000095367","<div class='center'><p>Again, you have two important things to do: </p><b><p> 1. Pick the pirate who you think will be most successful at robbing the next ship.</p></b><b><p> 2. Remember where a pirate robbed a ship.</p> </b><p>Both are important in determining how much bonus money you’ll win.</p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First pick a pirate using the <b> 1, 2, 3 </b> buttons on your keyboard. When you are shown a ship, try to remember the place you’re in by making up a story.</p><p> You only have 3 seconds to pick a pirate, so please make a choice quickly! If you are too slow, you’ll have to wait a bit during the time out.</p><p> Don’t feel rushed, but please do try to make a choice every time.</p><p>How good a pirate is at robbing a ship will change depending on the place they are in and how good the defenses are of the ship.</p> <p>This is just a practice game, so you’re not playing for money. </p><p>You’ll receive a bag which may or may not contain gold coins.</p><p> In the real game, though, you’ll be able to see whether or not you received the gold coins.</p><p> Good luck, remember press <b>'1'</b> to choose red beard, <b>'2'</b> to choose white beard, and <b>'3'</b> to choose black beard</p><p><b>[Press the space bar to begin the practice game]</b></p></div>","32","",""
"","do_trial_prac","36","200459","0.0-29.0-6.0","749.1000000238419","","","","50"
"","do_trial_prac","37","207283","0.0-29.0-7.0","2306.6999999284744","","","","50"
"","do_trial_prac","38","213610","0.0-29.0-8.0","1814.3000000715256","","","","50"
"","do_trial_prac","39","219105","0.0-29.0-9.0","981","","","","50"
"","do_trial_prac","40","224111","0.0-29.0-10.0","497.10000002384186","","","","51"
"","html-keyboard-response","41","225054","0.0-29.0-11.0","940.8999999761581","<div class='center'><p>Great job on the practice game!</p><p> Now, you will be asked you some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p><p><b>[Press the space bar to begin the quiz]</b></p></div>","32","",""
