success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed
,html-keyboard-response,29,85537,0.0-29.0,775.3999999985099,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,30,91350,0.0-30.0,5812.69999999553,,,<div class='center'><p>From these three pirates, you will get to choose which one you want to rob the next ship. <p>Press the <b>'1'</b> key on your keyboard to pick the pirate with the red beard.</p><p> Press <b>'2'</b> to pick the pirate with the white beard.</p><p> Press <b>'3'</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,50,,,,,,,,,,,,
,audio-keyboard-response,31,98868,0.0-31.0-0.0,7513.39999999851,,,../static/audio/clip_8_chosen_pirate_win.m4a,32,,,,,,,,,,,,
,html-keyboard-response,32,100721,0.0-31.0-1.0,1852.3999999985099,,,<div class='center'><p>Now try choosing another.</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,49,,,,,,,,,,,,
,audio-keyboard-response,33,110733,0.0-32.0-0.0,10010.5,,,../static/audio/clip_10_chosen_pirate_loss.m4a,32,,,,,,,,,,,,
,instruc9,34,112735,0.0-33.0-0.0,null,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,null,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,35,115288,0.0-33.0-1.0,2553.10000000149,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc11,36,117289,0.0-33.0-2.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,,,,,,,,,,,
,html-keyboard-response,37,120760,0.0-33.0-3.0,3469.6999999955297,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc12,38,122762,0.0-33.0-4.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,39,130956,0.0-33.0-5.0,8192.39999999851,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc13,40,132958,0.0-33.0-6.0,null,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,null,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,41,145081,0.0-33.0-7.0,12121.79999999702,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,42,149088,0.0-33.0-8.0,null,,,,,,null,,,,,,,,,,
,do_trial,43,152541,0.0-33.0-9.0,948,,,,,,49,1,0,0,,,,,,,,,
,html-keyboard-response,44,153544,0.0-34.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,45,156354,0.0-34.0-1.0,306.20000000298023,,,,,,49,1,1,0,,,,,,,,,
,html-keyboard-response,46,157357,0.0-35.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,47,159901,0.0-35.0-1.0,39.100000001490116,,,,,,49,1,0,1,,,,,,,,,
,html-keyboard-response,48,160904,0.0-36.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,49,163611,0.0-36.0-1.0,201.90000000596046,,,,,,49,0,1,0,,,,,,,,,
,html-keyboard-response,50,164614,0.0-37.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,51,167229,0.0-37.0-1.0,108.09999999403954,,,,,,50,1,0,0,,,,,,,,,
,do_bye,52,168735,0.0-38.0-0.0,null,,,,,,null,,,,,,,,,,
,do_travel,53,177739,0.0-38.0-1.0,null,,,,,,null,,,,,,,,,,
,do_welcome,54,181746,0.0-38.0-2.0,null,,,,,,null,,,,,,,,,,
,do_trial,55,184717,0.0-38.0-3.0,462.80000000447035,,,,,,49,1,0,0,,,,,,,,,
,html-keyboard-response,56,185720,0.0-39.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,57,188438,0.0-39.0-1.0,211.79999999701977,,,,,,50,1,0,1,,,,,,,,,
,html-keyboard-response,58,189439,0.0-40.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,59,192149,0.0-40.0-1.0,203.5,,,,,,51,1,1,0,,,,,,,,,
,html-keyboard-response,60,193152,0.0-41.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,61,195722,0.0-41.0-1.0,64.80000000447035,,,,,,49,0,0,1,,,,,,,,,
,html-keyboard-response,62,196725,0.0-42.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,63,199321,0.0-42.0-1.0,90.69999999552965,,,,,,49,1,0,1,,,,,,,,,
,html-keyboard-response,64,201752,0.0-43.0-0.0,2429.1999999955297,,,<div class='center'><p><img src='../static/images/tutorial/prac_best_pirate.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,65,202767,0.0-44.0-0.0,1013.7999999970198,,,<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,quiz_beginning,66,204769,0.0-44.0-1.0,null,,,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,null,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,,,,,,,,,,,
,html-keyboard-response,67,210412,0.0-44.0-2.0,5641.89999999851,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,68,212414,0.0-45.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,69,213015,0.0-45.0-1.0,600.0999999940395,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,70,221911,0.0-45.0-2.0,8894.5,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,q2_err,71,223915,0.0-46.0-0.0,null,,,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p></div>,null,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p></div>,,,,,,,,,,,
,html-keyboard-response,72,224422,0.0-46.0-1.0,504.6000000014901,,,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,73,227632,0.0-46.0-2.0,3209.10000000149,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,74,229635,0.0-47.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,75,230136,0.0-47.0-1.0,499.90000000596046,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,76,233423,0.0-47.0-2.0,3287,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,77,235426,0.0-48.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,78,236002,0.0-48.0-1.0,574.7999999970198,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,q_all_err,79,238004,0.0-49.0-0.0,null,,,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p></div>,null,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p></div>,,,,,,,,,,,
,html-keyboard-response,80,239199,0.0-49.0-1.0,1193.6000000014901,,,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,81,240517,0.0-49.0-2.0,1316.7999999970198,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,82,242519,0.0-50.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,83,242943,0.0-50.0-1.0,423.6000000014901,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,84,244494,0.0-50.0-2.0,1549.8999999985099,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,85,246497,0.0-51.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,86,246862,0.0-51.0-1.0,363.6000000014901,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,87,250676,0.0-51.0-2.0,3813.8000000044703,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,88,252679,0.0-52.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,89,253063,0.0-52.0-1.0,383.19999999552965,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,90,254089,0.0-52.0-2.0,1025.6999999955297,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,91,256111,0.0-53.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,92,256518,0.0-53.0-1.0,405.1000000014901,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,q_all_corr,93,258521,0.0-54.0-0.0,null,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,null,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,94,259721,0.0-54.0-1.0,1198.1000000014901,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,95,263733,0.0-55.0-0.0,null,,,,,,null,,,,,,,,,,
,do_trial,96,266749,0.0-56.0-0.0,509.20000000298023,,,,,,49,1,0,0,0,highway,0,0.6,0.3,0.1,1,learn,
,html-keyboard-response,97,267753,0.0-56.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,98,270281,0.0-57.0-0.0,22.100000001490116,,,,,,49,0,1,0,0,highway,1,0.6433522541492546,0.4156353959485749,0.13375864701792586,0,learn,
,html-keyboard-response,99,271285,0.0-57.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,100,273968,0.0-58.0-0.0,174.79999999701977,,,,,,50,0,1,0,0,highway,2,0.7301589908593288,0.44552292344085587,0.09945375140687236,1,learn,
,html-keyboard-response,101,274970,0.0-58.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,102,277632,0.0-59.0-0.0,155,,,,,,50,0,0,0,0,highway,3,0.593091269913303,0.33271114882316455,0.17883024972192624,0,learn,
,html-keyboard-response,103,278635,0.0-59.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,104,281310,0.0-60.0-0.0,169.5,,,,,,51,0,0,0,0,highway,4,0.6447913611064547,0.3403411671674802,0.2700925232764948,0,learn,
,html-keyboard-response,105,282314,0.0-60.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,106,285011,0.0-61.0-0.0,189.5,,,,,,49,0,0,1,0,highway,5,0.5776790686223111,0.1537726553764541,0.25523839499535084,0,learn,
,html-keyboard-response,107,286014,0.0-61.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,108,288603,0.0-62.0-0.0,83,,,,,,50,1,0,1,0,highway,6,0.575746256535754,0.07330662283593148,0.2746293952385058,0,learn,
,html-keyboard-response,109,289606,0.0-62.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,110,292190,0.0-63.0-0.0,77.89999999850988,,,,,,51,1,0,0,0,highway,7,0.5345812963554422,0.21915151459980667,0.18672603007978072,0,learn,
,html-keyboard-response,111,293193,0.0-63.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,112,295825,0.0-64.0-0.0,127.29999999701977,,,,,,49,1,0,0,0,highway,8,0.6060309319373903,0.2728112289362427,0.23220222378441613,1,learn,
,html-keyboard-response,113,296829,0.0-64.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,114,299397,0.0-65.0-0.0,61.899999998509884,,,,,,49,1,0,0,0,highway,9,0.6034961893428681,0.19908722961894293,0.15018548061822337,1,learn,
,html-keyboard-response,115,300400,0.0-65.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,116,303055,0.0-66.0-0.0,149.59999999403954,,,,,,49,1,0,0,0,highway,10,0.582511838480766,0.2551490491158094,0.09857920249835346,1,learn,
,html-keyboard-response,117,304059,0.0-66.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,118,306643,0.0-67.0-0.0,77.10000000149012,,,,,,49,1,0,1,0,highway,11,0.6884962469854606,0.24520865033859146,0.16484995886729742,1,learn,
,html-keyboard-response,119,307646,0.0-67.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,120,310289,0.0-68.0-0.0,136.30000000447035,,,,,,49,0,1,0,0,highway,12,0.7438883067943168,0.29519516457660677,0.12086744267513862,0,learn,
,html-keyboard-response,121,311292,0.0-68.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,122,313911,0.0-69.0-0.0,113.20000000298023,,,,,,50,1,0,1,0,highway,13,0.7896753718325897,0.31720182761086846,0.0701077581801791,0,learn,
,html-keyboard-response,123,314914,0.0-69.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,124,317495,0.0-70.0-0.0,74,,,,,,50,0,1,0,0,highway,14,0.7410220491615144,0.3115562630078396,0.05487116344784658,1,learn,
,html-keyboard-response,125,318498,0.0-70.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,126,321061,0.0-71.0-0.0,56.29999999701977,,,,,,50,1,0,0,0,highway,15,0.7658264691475664,0.24854700949057965,0.053261765291567585,0,learn,
,html-keyboard-response,127,322064,0.0-71.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,128,324610,0.0-72.0-0.0,39.100000001490116,,,,,,51,1,0,0,0,highway,16,0.7340684053676628,0.43122415151710997,0.07455639248754022,0,learn,
,html-keyboard-response,129,325613,0.0-72.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,130,328216,0.0-73.0-0.0,97.39999999850988,,,,,,51,1,1,0,0,highway,17,0.7068242241199252,0.4284100640059679,0.16364900533928492,0,learn,
,html-keyboard-response,131,329219,0.0-73.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,132,331967,0.0-74.0-0.0,242.39999999850988,,,,,,49,0,0,0,0,highway,18,0.6489311953597404,0.43996725124129926,0.05683497801769507,0,learn,
,html-keyboard-response,133,332970,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,134,335510,0.0-75.0-0.0,33.29999999701977,,,,,,50,1,1,0,0,highway,19,0.5411673375826384,0.45336397849838705,0.10744500162206867,1,learn,
