"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","instruc5","10","526561","0.0-10.0","29996.00000004284","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","",""
"","html-keyboard-response","11","528065","0.0-11.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","12","528298","0.0-12.0","231.83499998413026","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","13","529804","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","14","530058","0.0-14.0","253.37000004947186","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","15","531560","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","16","531667","0.0-16.0","106.7200000397861","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","17","533169","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","18","533222","0.0-18.0","52.57000005804002","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","19","534725","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","20","534961","0.0-20.0","235.00500014051795","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","21","536466","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","22","536713","0.0-22.0","245.91000005602837","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","23","538215","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","24","538473","0.0-24.0","256.5899998880923","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","25","539975","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","26","540218","0.0-26.0","241.91499990411103","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","27","541722","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","28","541984","0.0-28.0","260.87499991990626","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","29","543488","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","instruc6","30","549147","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","",""
"","html-keyboard-response","31","557374","0.0-31.0","8226.284999866039","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","32","558684","0.0-32.0","1309.4299999065697","run_exp/static/audio/clip_7_pick_pirate.m4a","49","","","","","","",""
"","audio-keyboard-response","33","559085","0.0-33.0-0.0","397.8150000330061","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","",""
"","audio-keyboard-response","34","559622","0.0-33.0-1.0","535.9650000464171","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","50","","","","","","",""
"","audio-keyboard-response","35","559980","0.0-34.0-0.0","357.23999980837107","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","",""
"","instruc9","36","565470","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","",""
"","html-keyboard-response","37","569232","0.0-35.0-1.0","3761.004999978468","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc10","38","608334","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've chosen a pirate, you’ll be shown the ship they are robbing. You will never rob the same ship twice. Ships can be told apart from one another by the image on them. These are the goods that they sell. See, this ship has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on. You will win more gold coins and hence more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","",""
"","html-keyboard-response","39","611747","0.0-35.0-3.0","3411.7349998559803","<div class='center'><p>Once you've chosen a pirate, you’ll be shown the ship they are robbing. You will never rob the same ship twice. Ships can be told apart from one another by the image on them. These are the goods that they sell. See, this ship has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on. You will win more gold coins and hence more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc11","40","628164","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","",""
"","html-keyboard-response","41","639175","0.0-35.0-5.0","11009.515000041574","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","680275","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","688102","0.0-35.0-7.0","7826.610000105575","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","723301","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","",""
"","html-keyboard-response","45","726103","0.0-35.0-9.0","2801.115000154823","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","730110","0.0-35.0-10.0","null","","","","","","","","null",""
"","do_trial","47","734876","0.0-35.0-11.0","256.79500005207956","","","","","","","","49","1,0,0"
"","html-keyboard-response","48","735877","0.0-36.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","49","740642","0.0-36.0-1.0","257.65999988652766","","","","","","","","49","1,1,0"
"","html-keyboard-response","50","741646","0.0-37.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","51","746457","0.0-37.0-1.0","300.9350001811981","","","","","","","","49","1,0,1"
"","html-keyboard-response","52","747462","0.0-38.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","53","752685","0.0-38.0-1.0","712.2299999464303","","","","","","","","49","0,1,0"
"","html-keyboard-response","54","753687","0.0-39.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","55","758680","0.0-39.0-1.0","483.79000020213425","","","","","","","","49","1,0,0"
"","do_bye","56","760188","0.0-40.0-0.0","null","","","","","","","","null",""
"","do_travel","57","769194","0.0-40.0-1.0","null","","","","","","","","null",""
"","do_welcome","58","773203","0.0-40.0-2.0","null","","","","","","","","null",""
"","do_trial","59","778144","0.0-40.0-3.0","430.47999986447394","","","","","","","","49","1,0,0"
"","html-keyboard-response","60","779149","0.0-41.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","61","783934","0.0-41.0-1.0","278.85999996215105","","","","","","","","49","1,0,1"
"","html-keyboard-response","62","784938","0.0-42.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","63","789666","0.0-42.0-1.0","217.48000010848045","","","","","","","","49","1,1,0"
"","html-keyboard-response","64","790669","0.0-43.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","65","795503","0.0-43.0-1.0","325.5200001876801","","","","","","","","49","0,0,1"
"","html-keyboard-response","66","796508","0.0-44.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","67","801267","0.0-44.0-1.0","248.61499993130565","","","","","","","","49","1,0,1"
"","html-keyboard-response","68","802150","0.0-45.0-0.0","881.3899999950081","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","69","802818","0.0-46.0-0.0","665.5449999962002","<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","html-keyboard-response","70","803885","0.0-46.0-1.0","1065.940000116825","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>","50","","","","","","",""
"","html-keyboard-response","71","804499","0.0-47.0-0.0","613.7500000186265","<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","quiz_beginning","72","815960","0.0-47.0-1.0","null","run_exp/static/audio/clip_16_quiz_intro.m4a","null","","","","","<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>","",""
"","audio-keyboard-response","73","819449","0.0-47.0-2.0","3488.514999859035","run_exp/static/audio/clip_17_q1.m4a","49","","","","","","",""
"","correct","74","821858","0.0-48.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","75","822381","0.0-48.0-1.0","522.9549999348819","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","76","830241","0.0-48.0-2.0","7857.6449998654425","run_exp/static/audio/clip_20_q2.m4a","49","","","","","","",""
"","q2_err","77","835743","0.0-49.0-0.0","null","run_exp/static/audio/clip_21_wrong_q2.m4a","null","","","","","<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p></div>","",""
"","html-keyboard-response","78","836209","0.0-49.0-1.0","464.50000000186265","<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","79","843031","0.0-49.0-2.0","6821.630000136793","run_exp/static/audio/clip_22_q3.m4a","49","","","","","","",""
"","q3_err","80","849536","0.0-50.0-0.0","null","run_exp/static/audio/clip_23_wrong_q3.m4a","null","","","","","<div class='center'><p>That’s incorrect. How good a pirate is at robbing ships will change from island to island!</p></div>","",""
"","html-keyboard-response","81","849994","0.0-50.0-1.0","457.6399999205023","<div class='center'><p>That’s incorrect. How good a pirate is at robbing ships will change from island to island!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","82","851580","0.0-50.0-2.0","1585.359999909997","run_exp/static/audio/clip_24_q4.m4a","49","","","","","","",""
"","correct","83","853994","0.0-51.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","84","854355","0.0-51.0-1.0","359.9399998784065","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","q_all_err","85","860542","0.0-52.0-0.0","null","run_exp/static/audio/clip_26_quiz_redo.m4a","null","","","","","<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p></div>","",""
"","html-keyboard-response","86","861166","0.0-52.0-1.0","622.8450001217425","<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","87","864627","0.0-52.0-2.0","3459.7449998836964","run_exp/static/audio/clip_17_q1.m4a","49","","","","","","",""
"","correct","88","867044","0.0-53.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","89","867621","0.0-53.0-1.0","576.6449999064207","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","90","876799","0.0-53.0-2.0","9176.95500003174","run_exp/static/audio/clip_20_q2.m4a","50","","","","","","",""
"","correct","91","879211","0.0-54.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","92","879748","0.0-54.0-1.0","536.4899998530746","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","93","889163","0.0-54.0-2.0","9414.410000201315","run_exp/static/audio/clip_22_q3.m4a","50","","","","","","",""
"","correct","94","891564","0.0-55.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","95","892218","0.0-55.0-1.0","653.0499998480082","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","96","897793","0.0-55.0-2.0","5574.389999965206","run_exp/static/audio/clip_24_q4.m4a","49","","","","","","",""
"","correct","97","900272","0.0-56.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","",""
"","html-keyboard-response","98","900577","0.0-56.0-1.0","303.7499999627471","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","q_all_corr","99","909097","0.0-57.0-0.0","null","run_exp/static/audio/clip_27_quiz_all_correct.m4a","null","","","","","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>","",""
"","html-keyboard-response","100","909497","0.0-57.0-1.0","399.09500000067055","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
