success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,island_num,passed,context_im
,html-keyboard-response,10,71552,0.0-10.0,1763.300000011921,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,11,73053,0.0-11.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,12,73417,0.0-12.0,363.60000002384186,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,13,74919,0.0-13.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,14,75225,0.0-14.0,305.7999999821186,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,15,76727,0.0-15.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,16,77026,0.0-16.0,297.80000001192093,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,17,78527,0.0-17.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,18,88980,0.0-18.0,10452.5,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,19,90482,0.0-19.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,20,90937,0.0-20.0,454,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,21,92438,0.0-21.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,22,92840,0.0-22.0,401.40000000596046,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,23,94342,0.0-23.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,24,94886,0.0-24.0,543.6000000238419,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,25,96387,0.0-25.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,html-keyboard-response,26,96826,0.0-26.0,438.19999998807907,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,27,98328,0.0-27.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,,,
,instruc6,28,100329,0.0-28.0,null,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,null,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,,,,,,,,,,,,,
,html-keyboard-response,29,101904,0.0-29.0,1574.5999999940395,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,30,123349,0.0-30.0,21443.69999998808,,,<div class='center'><p>From these three pirates, you will get to choose which one you want to rob the next ship. <p>Press the <b>'1'</b> key on your keyboard to pick the pirate with the red beard.</p><p> Press <b>'2'</b> to pick the pirate with the white beard.</p><p> Press <b>'3'</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,31,125647,0.0-31.0-0.0,2297.4000000059605,,,<div class='center'><p>Yay! This pirate succeeded in robbing the ship!</p><p><img src='../static/images/tutorial/red_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,32,128014,0.0-31.0-1.0,2365.0999999940395,,,<div class='center'><p>Now try choosing another.</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,50,,,,,,,,,,,,,,
,html-keyboard-response,33,130060,0.0-32.0-0.0,2044.8999999761581,,,<div class='center'><p>Oh no! This pirate did not succeed in robbing the ship.</p><p><img src='../static/images/tutorial/white_no_win.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,instruc9,34,132062,0.0-33.0-0.0,null,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,null,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,,,,,,,,,,,,,
,html-keyboard-response,35,133240,0.0-33.0-1.0,1177.0999999940395,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,instruc11,36,135241,0.0-33.0-2.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,,,,,,,,,,,,,
,html-keyboard-response,37,139953,0.0-33.0-3.0,4711.4000000059605,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,instruc12,38,141954,0.0-33.0-4.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,,,,,,,,,,,,,
,html-keyboard-response,39,151859,0.0-33.0-5.0,9904.700000017881,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,instruc13,40,153862,0.0-33.0-6.0,null,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><p><b>Pick the pirate who is the best at robbing ships on the current island.</b></p><p>The amount of bonus money you win depends on it.</p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b>1, 2, 3</b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money.</p><p>Good luck! This game will be very difficult but try your best!</p></div>,null,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><p><b>Pick the pirate who is the best at robbing ships on the current island.</b></p><p>The amount of bonus money you win depends on it.</p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b>1, 2, 3</b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money.</p><p>Good luck! This game will be very difficult but try your best!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,41,165377,0.0-33.0-7.0,11514.40000000596,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><p><b>Pick the pirate who is the best at robbing ships on the current island.</b></p><p>The amount of bonus money you win depends on it.</p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b>1, 2, 3</b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money.</p><p>Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,do_welcome,42,169384,0.0-33.0-8.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,43,175388,0.0-33.0-9.0,null,,,,,,null,1,0,0,,,,,,,,,,,
,html-keyboard-response,44,176398,0.0-34.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,45,180202,0.0-34.0-1.0,1298.4000000059605,,,,,,49,1,0,0,,,,,,,,,,,
,html-keyboard-response,46,181204,0.0-35.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,47,185000,0.0-35.0-1.0,1289.5,,,,,,51,1,1,0,,,,,,,,,,,
,html-keyboard-response,48,186002,0.0-36.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,49,189129,0.0-36.0-1.0,623.1000000238419,,,,,,49,1,0,1,,,,,,,,,,,
,html-keyboard-response,50,190131,0.0-37.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,51,193646,0.0-37.0-1.0,1010.3000000119209,,,,,,49,0,1,0,,,,,,,,,,,
,html-keyboard-response,52,194647,0.0-38.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,53,198080,0.0-38.0-1.0,927.8999999761581,,,,,,51,1,0,0,,,,,,,,,,,
,do_bye,54,199588,0.0-39.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_travel,55,208593,0.0-39.0-1.0,null,,,,,,null,,,,,,,,,,,,
,do_welcome,56,212597,0.0-39.0-2.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,57,217218,0.0-39.0-3.0,2115.9000000059605,,,,,,49,1,0,0,,,,,,,,,,,
,html-keyboard-response,58,218220,0.0-40.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,59,221639,0.0-40.0-1.0,913,,,,,,49,1,0,1,,,,,,,,,,,
,html-keyboard-response,60,222643,0.0-41.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,61,225779,0.0-41.0-1.0,633.1999999880791,,,,,,49,1,1,0,,,,,,,,,,,
,html-keyboard-response,62,226781,0.0-42.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,63,229817,0.0-42.0-1.0,531.9000000059605,,,,,,49,0,0,1,,,,,,,,,,,
,html-keyboard-response,64,230818,0.0-43.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,65,233598,0.0-43.0-1.0,273.7000000178814,,,,,,49,1,0,1,,,,,,,,,,,
,html-keyboard-response,66,235487,0.0-44.0-0.0,1886.7000000178814,,,<div class='center'><p><img src='../static/images/tutorial/prac_best_pirate.png' height='500'></p></div>,49,,,,,,,,,,,,,,
,html-keyboard-response,67,237597,0.0-45.0-0.0,2109.5,,,<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,quiz_beginning,68,239598,0.0-45.0-1.0,null,,,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,null,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,,,,,,,,,,,,,
,html-keyboard-response,69,243407,0.0-45.0-2.0,3807.9000000059605,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,
,correct,70,245414,0.0-46.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,71,246455,0.0-46.0-1.0,1039.699999988079,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,72,252023,0.0-46.0-2.0,5567.800000011921,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,
,q2_err,73,254024,0.0-47.0-0.0,null,,,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p></div>,null,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p></div>,,,,,,,,,,,,,
,html-keyboard-response,74,255547,0.0-47.0-1.0,1521.9000000059605,,,<div class='center'><p>That’s incorrect. Which pirate is the best may change during your time on the island.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,75,259352,0.0-47.0-2.0,3803.5999999940395,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,
,correct,76,261353,0.0-48.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,77,262205,0.0-48.0-1.0,851,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,78,267570,0.0-48.0-2.0,5364.200000017881,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,
,correct,79,269571,0.0-49.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,80,270787,0.0-49.0-1.0,1215.199999988079,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,q_all_err,81,272789,0.0-50.0-0.0,null,,,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p></div>,null,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p></div>,,,,,,,,,,,,,
,html-keyboard-response,82,273778,0.0-50.0-1.0,988.5999999940395,,,<div class='center'><p>Oops, you missed some questions. Now that you’ve heard the correct answers. Try the quiz again! </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,83,275467,0.0-50.0-2.0,1688.5,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,
,correct,84,277469,0.0-51.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,85,278333,0.0-51.0-1.0,863.3000000119209,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,86,280954,0.0-51.0-2.0,2620.2999999821186,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,
,correct,87,282956,0.0-52.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,88,283458,0.0-52.0-1.0,501.19999998807907,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,89,287496,0.0-52.0-2.0,4038.4000000059605,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,,,
,correct,90,289498,0.0-53.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,91,290010,0.0-53.0-1.0,510.60000002384186,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,html-keyboard-response,92,291957,0.0-53.0-2.0,1946.5,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,,,
,correct,93,293975,0.0-54.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,94,294476,0.0-54.0-1.0,500.30000001192093,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,q_all_corr,95,296478,0.0-55.0-0.0,null,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,null,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,,,,,,,,,,,,,
,html-keyboard-response,96,298175,0.0-55.0-1.0,1696,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,,,
,do_welcome,97,302183,0.0-56.0-0.0,null,,,,,,null,,,,,,,,,,,,
,do_trial,98,307049,0.0-57.0-0.0,2360,,,,,,49,0,0,0,0,mountain,0,0.6,0.3,0.1,0,learn,,,
,html-keyboard-response,99,308051,0.0-57.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,100,311479,0.0-58.0-0.0,921.5999999940395,,,,,,49,1,0,0,0,mountain,1,0.5701921155105286,0.25724818359811413,0.19414542640989918,1,learn,,,
,html-keyboard-response,101,312482,0.0-58.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,102,315920,0.0-59.0-0.0,930.8999999761581,,,,,,49,0,0,1,0,mountain,2,0.5661543200062606,0.17520794263510642,0.184466608870368,0,learn,,,
,html-keyboard-response,103,316922,0.0-59.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,104,320294,0.0-60.0-0.0,869,,,,,,50,0,0,0,0,mountain,3,0.5645036577944171,0.30657450224335187,0.1013496445939552,0,learn,,,
,html-keyboard-response,105,321297,0.0-60.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,106,324191,0.0-61.0-0.0,391.2999999821186,,,,,,50,0,0,0,0,mountain,4,0.671765802516268,0.4173648965350831,0.10810703861605755,0,learn,,,
,html-keyboard-response,107,325193,0.0-61.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,108,328152,0.0-62.0-0.0,453.40000000596046,,,,,,51,1,0,1,0,mountain,5,0.6332153198173984,0.41034144242451326,0.19340122916123867,1,learn,,,
,html-keyboard-response,109,329154,0.0-62.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,110,332200,0.0-63.0-0.0,539.4000000059605,,,,,,51,0,1,0,0,mountain,6,0.5741350831957105,0.43143860873793993,0.15520918639559106,0,learn,,,
,html-keyboard-response,111,333201,0.0-63.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,112,336498,0.0-64.0-0.0,794.2999999821186,,,,,,49,1,1,0,0,mountain,7,0.5919475650774676,0.40336389248919463,0.2740219595969484,1,learn,,,
,html-keyboard-response,113,337508,0.0-64.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,114,340438,0.0-65.0-0.0,426.2999999821186,,,,,,49,1,0,0,0,mountain,8,0.5252134536952356,0.31361547212773166,0.3213458780563343,1,learn,,,
,html-keyboard-response,115,341439,0.0-65.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,116,344531,0.0-66.0-0.0,586.4000000059605,,,,,,49,1,0,0,0,mountain,9,0.6604400791782413,0.31822646209874,0.29021007593361087,1,learn,,,
,html-keyboard-response,117,345533,0.0-66.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,118,349048,0.0-67.0-0.0,1011.5,,,,,,49,1,0,1,0,mountain,10,0.5441016584453265,0.26656167421651833,0.19684443354264783,1,learn,,,
,html-keyboard-response,119,350050,0.0-67.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,120,352850,0.0-68.0-0.0,294.19999998807907,,,,,,49,1,0,1,0,mountain,11,0.6146608049991559,0.30312456968284635,0.19599599837189163,1,learn,,,
,html-keyboard-response,121,353859,0.0-68.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,122,357039,0.0-69.0-0.0,676.2000000178814,,,,,,49,1,0,0,0,mountain,12,0.5834221014963007,0.2682656244480935,0.19593332531129065,1,learn,,,
,html-keyboard-response,123,358041,0.0-69.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,124,361445,0.0-70.0-0.0,899.1999999880791,,,,,,49,0,0,0,0,mountain,13,0.6901532484696757,0.31886125503622714,0.2886791744133722,0,learn,,,
,html-keyboard-response,125,362447,0.0-70.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,126,365794,0.0-71.0-0.0,841.4000000059605,,,,,,49,0,1,0,0,mountain,14,0.6425308031926066,0.3535694603324479,0.13455192931058563,0,learn,,,
,html-keyboard-response,127,366797,0.0-71.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
,do_trial,128,370079,0.0-72.0-0.0,776.5999999940395,,,,,,50,0,0,1,0,mountain,15,0.5760587968879429,0.2777786216593533,0.14775191251171213,0,learn,,,
,html-keyboard-response,129,371081,0.0-72.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,,,
