success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed
,html-keyboard-response,10,61581,0.0-10.0,1462.0000000000146,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,11,63083,0.0-11.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,12,63572,0.0-12.0,488,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,13,65074,0.0-13.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,14,65402,0.0-14.0,327,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,15,66905,0.0-15.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,16,68268,0.0-16.0,1362,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,17,69770,0.0-17.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,18,70568,0.0-18.0,796.0000000000146,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,19,72070,0.0-19.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,20,72593,0.0-20.0,521.9999999999854,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,21,74096,0.0-21.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,22,76309,0.0-22.0,2212.0000000000146,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,23,77812,0.0-23.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,24,80826,0.0-24.0,3012,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,25,82329,0.0-25.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,26,84126,0.0-26.0,1795.9999999999854,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,27,85628,0.0-27.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,instruc6,28,87631,0.0-28.0,null,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,null,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,,,,,,,,,,,
,html-keyboard-response,29,89001,0.0-29.0,1368,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,30,97994,0.0-30.0,8991,,,<div class='center'><p>From these three pirates, you will get to choose which one you want to rob the next ship. <p>Press the <b>'1'</b> key on your keyboard to pick the pirate with the red beard.</p><p> Press <b>'2'</b> to pick the pirate with the white beard.</p><p> Press <b>'3'</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,49,,,,,,,,,,,,
,audio-keyboard-response,31,101346,0.0-31.0-0.0,3338.999999999971,,,../static/audio/clip_8_chosen_pirate_win.m4a,32,,,,,,,,,,,,
,html-keyboard-response,32,103284,0.0-31.0-1.0,1936,,,<div class='center'><p>Now try choosing another.</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,50,,,,,,,,,,,,
,audio-keyboard-response,33,105696,0.0-32.0-0.0,2408,,,../static/audio/clip_10_chosen_pirate_loss.m4a,32,,,,,,,,,,,,
,instruc9,34,107698,0.0-33.0-0.0,null,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,null,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,35,109343,0.0-33.0-1.0,1643,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc11,36,111346,0.0-33.0-2.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,,,,,,,,,,,
,html-keyboard-response,37,119875,0.0-33.0-3.0,8528.00000000003,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc12,38,121878,0.0-33.0-4.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,39,130519,0.0-33.0-5.0,8639,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc13,40,132521,0.0-33.0-6.0,null,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,null,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,41,143074,0.0-33.0-7.0,10553,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,42,147136,0.0-33.0-8.0,null,,,,,,null,,,,,,,,,,
,do_trial,43,151593,0.0-33.0-9.0,1951,,,,,,49,1,0,0,,,,,,,,,
,html-keyboard-response,44,152595,0.0-34.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,45,156821,0.0-34.0-1.0,1722,,,,,,49,1,1,0,,,,,,,,,
,html-keyboard-response,46,157824,0.0-35.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,47,161076,0.0-35.0-1.0,747,,,,,,49,1,0,1,,,,,,,,,
,html-keyboard-response,48,162078,0.0-36.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,49,164880,0.0-36.0-1.0,296,,,,,,49,0,1,0,,,,,,,,,
,html-keyboard-response,50,165883,0.0-37.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,51,168743,0.0-37.0-1.0,354,,,,,,49,1,0,0,,,,,,,,,
,do_bye,52,170250,0.0-38.0-0.0,null,,,,,,null,,,,,,,,,,
,do_travel,53,179267,0.0-38.0-1.0,null,,,,,,null,,,,,,,,,,
,do_welcome,54,183283,0.0-38.0-2.0,null,,,,,,null,,,,,,,,,,
,do_trial,55,186425,0.0-38.0-3.0,636,,,,,,51,1,0,0,,,,,,,,,
,html-keyboard-response,56,187426,0.0-39.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,57,190354,0.0-39.0-1.0,423,,,,,,51,1,0,1,,,,,,,,,
,html-keyboard-response,58,191357,0.0-40.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,59,194120,0.0-40.0-1.0,257,,,,,,51,1,1,0,,,,,,,,,
,html-keyboard-response,60,195123,0.0-41.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,61,197987,0.0-41.0-1.0,360.0000000000291,,,,,,51,0,0,1,,,,,,,,,
,html-keyboard-response,62,198990,0.0-42.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,63,201679,0.0-42.0-1.0,183.0000000000291,,,,,,51,1,0,1,,,,,,,,,
,html-keyboard-response,64,205074,0.0-43.0-0.0,3392,,,<div class='center'><p><img src='../static/images/tutorial/prac_best_pirate.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,65,206602,0.0-44.0-0.0,1527,,,<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,quiz_beginning,66,208605,0.0-44.0-1.0,null,,,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,null,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,,,,,,,,,,,
,html-keyboard-response,67,215990,0.0-44.0-2.0,7384,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,68,217992,0.0-45.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,69,219682,0.0-45.0-1.0,1689,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,70,236668,0.0-45.0-2.0,16985.00000000003,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,71,238671,0.0-46.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,72,239498,0.0-46.0-1.0,826,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,73,243438,0.0-46.0-2.0,3940,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,74,245440,0.0-47.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,75,246702,0.0-47.0-1.0,1260.9999999999418,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,76,250803,0.0-47.0-2.0,4099.999999999942,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,77,252828,0.0-48.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,78,253874,0.0-48.0-1.0,1045.9999999999418,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,q_all_corr,79,255877,0.0-49.0-0.0,null,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,null,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,80,258194,0.0-49.0-1.0,2314,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,81,262218,0.0-50.0-0.0,null,,,,,,null,,,,,,,,,,
,do_trial,82,265774,0.0-51.0-0.0,1048,,,,,,50,1,0,0,0,city,0,0.6,0.3,0.1,0,learn,
,html-keyboard-response,83,266777,0.0-51.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,84,269588,0.0-52.0-0.0,305,,,,,,50,1,0,0,0,city,1,0.7098321095772373,0.15820524139552533,0.0649728279718779,0,learn,
,html-keyboard-response,85,270590,0.0-52.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,86,273376,0.0-53.0-0.0,281,,,,,,49,1,0,0,0,city,2,0.6965916771217856,0.2671244853396391,0.0952357607877399,1,learn,
,html-keyboard-response,87,274380,0.0-53.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,88,277175,0.0-54.0-0.0,287,,,,,,49,0,0,0,0,city,3,0.706264624376212,0.15167346195087011,0.05680197698722334,0,learn,
,html-keyboard-response,89,278177,0.0-54.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,90,280894,0.0-55.0-0.0,211.0000000000582,,,,,,49,1,0,1,0,city,4,0.7190743679714726,0.17635189871045653,0.19769494908540747,1,learn,
,html-keyboard-response,91,281896,0.0-55.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,92,284782,0.0-56.0-0.0,379,,,,,,49,1,0,1,0,city,5,0.7212109915178349,0.2589267898975749,0.17448753080207838,1,learn,
,html-keyboard-response,93,285785,0.0-56.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,94,288739,0.0-57.0-0.0,447,,,,,,49,1,1,0,0,city,6,0.7889843895505836,0.4836686489162059,0.14963021963915635,1,learn,
,html-keyboard-response,95,289741,0.0-57.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,96,292524,0.0-58.0-0.0,277,,,,,,49,1,1,0,0,city,7,0.7069470130576389,0.29345567019299645,0.22432925731961534,1,learn,
,html-keyboard-response,97,293528,0.0-58.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,98,296261,0.0-59.0-0.0,226,,,,,,49,1,0,0,0,city,8,0.7559054069806525,0.34275370888495593,0.1867026428224875,1,learn,
,html-keyboard-response,99,297263,0.0-59.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,100,300039,0.0-60.0-0.0,269,,,,,,49,1,0,0,0,city,9,0.684774507083874,0.29769370403160994,0.1655687634077525,1,learn,
,html-keyboard-response,101,301042,0.0-60.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,102,303754,0.0-61.0-0.0,205,,,,,,49,0,0,0,0,city,10,0.5559144454666893,0.2097348919625496,0.09091213025184486,0,learn,
,html-keyboard-response,103,304757,0.0-61.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,104,307400,0.0-62.0-0.0,135,,,,,,49,0,0,0,0,city,11,0.5044865945927627,0.3840354185446247,0.16294413251896753,0,learn,
,html-keyboard-response,105,308403,0.0-62.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,106,310948,0.0-63.0-0.0,38,,,,,,49,0,0,0,0,city,12,0.47367063758360756,0.22877670049746163,0.06307258578391829,0,learn,
,html-keyboard-response,107,311951,0.0-63.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,108,315783,0.0-64.0-0.0,1324,,,,,,51,1,0,0,0,city,13,0.5315346593692503,0.12602563345131082,0.12120229012549234,0,learn,
,html-keyboard-response,109,316786,0.0-64.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,110,319530,0.0-65.0-0.0,236.9999999999418,,,,,,51,0,0,0,0,city,14,0.6129880305074175,0.27860540320423033,0.07973176130013794,0,learn,
,html-keyboard-response,111,320533,0.0-65.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,112,324577,0.0-66.0-0.0,1538,,,,,,51,0,1,0,0,city,15,0.5084670024839673,0.35760010502215933,0.1263942614711671,0,learn,
,html-keyboard-response,113,325579,0.0-66.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,114,328348,0.0-67.0-0.0,263,,,,,,50,0,1,1,0,city,16,0.47877089479609986,0.3831654963417298,0.20125485999034332,1,learn,
,html-keyboard-response,115,329351,0.0-67.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,116,332146,0.0-68.0-0.0,288,,,,,,50,1,0,0,0,city,17,0.632994081931907,0.2652505469593821,0.20265390604753925,0,learn,
,html-keyboard-response,117,333148,0.0-68.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,118,335938,0.0-69.0-0.0,284,,,,,,50,0,0,1,0,city,18,0.670280760994959,0.19255038930107052,0.21430733475378436,0,learn,
,html-keyboard-response,119,336940,0.0-69.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,120,340815,0.0-70.0-0.0,1370,,,,,,49,0,0,0,0,city,19,0.5658960574879935,0.10661227541648147,0.09492716763370712,0,learn,
,html-keyboard-response,121,341818,0.0-70.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,122,344601,0.0-71.0-0.0,276,,,,,,49,0,0,0,0,city,20,0.4712431373079474,0.3049469938221662,0.1709411365433139,0,learn,
,html-keyboard-response,123,345604,0.0-71.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,124,348226,0.0-72.0-0.0,116,,,,,,50,1,1,0,0,city,21,0.521182588014056,0.210122708818307,0.07554737780117114,1,learn,
,html-keyboard-response,125,349229,0.0-72.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,126,352014,0.0-73.0-0.0,278,,,,,,50,1,0,0,0,city,22,0.5428054468349651,0.17073556866036288,0.16222134630001492,0,learn,
,html-keyboard-response,127,353017,0.0-73.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,128,355893,0.0-74.0-0.0,369.0000000000582,,,,,,50,0,0,0,0,city,23,0.566600131713569,0.15254714702390357,0.057732856342024144,0,learn,
,html-keyboard-response,129,356896,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,130,359738,0.0-75.0-0.0,337,,,,,,50,1,0,0,0,city,24,0.5744171033826752,0.10777515257982406,0.061556884081507494,0,learn,
,html-keyboard-response,131,360741,0.0-75.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,132,363356,0.0-76.0-0.0,108,,,,,,50,1,0,0,0,city,25,0.664046101067082,0.23999121486323752,0.07793245073781137,0,learn,
,html-keyboard-response,133,364358,0.0-76.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,134,367017,0.0-77.0-0.0,152,,,,,,51,1,1,0,0,city,26,0.631753073583543,0.29310363777250603,0.318059303476466,0,learn,
,html-keyboard-response,135,368020,0.0-77.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,136,370540,0.0-78.0-0.0,15,,,,,,51,1,0,1,0,city,27,0.7355502256291186,0.32282798929095846,0.18858063013852316,1,learn,
,html-keyboard-response,137,371542,0.0-78.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,138,374149,0.0-79.0-0.0,101,,,,,,51,1,0,1,0,city,28,0.7554634364908701,0.2986459464572485,0.12161238876921751,1,learn,
,html-keyboard-response,139,375152,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,140,377867,0.0-80.0-0.0,208,,,,,,51,1,0,0,0,city,29,0.7198902335508843,0.4142410427737323,0.1214703123287351,0,learn,
,html-keyboard-response,141,378869,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,attention_check,142,379015,0.0-81.0-0.0,144,,,<div style='position:relative; margin-top: 600px;'><p>Before we set sail — press the <b>Z</b> key to continue!</p></div>,51,,,,,,,,,,,,false
,do_bye,143,380522,0.0-81.0-1.0,null,,,,,,null,,,,,,,,,,
,break,144,382964,0.0-81.0-2.0,2441,,,<div class='center'><p>Time to take a quick break! You have 2 minutes to rest, but you can move on sooner if you'd like.</p><p> Press the <b>space bar</b> to continue.</p></div>,32,,,,,,,,,,,,
,do_travel,145,391980,0.0-82.0-0.0,null,,,,,,null,,,,,,,,,,
