"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome"
"","instruc5","10","233598","0.0-10.0","14050.599999964237","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","11","235101","0.0-11.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","12","236280","0.0-12.0","1177.5","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","13","237786","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","14","238658","0.0-14.0","870.8000000119209","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","15","240160","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","16","240944","0.0-16.0","781.5","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","17","242446","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","18","243279","0.0-18.0","831.7999999523163","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","19","244786","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","20","245758","0.0-20.0","970.6000000238419","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","21","247261","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","22","248001","0.0-22.0","738.6999999880791","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","23","249504","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","24","250054","0.0-24.0","548.5999999642372","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","25","251557","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","26","252445","0.0-26.0","886.8000000119209","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","27","253950","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","html-keyboard-response","28","254633","0.0-28.0","681.8999999761581","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","29","256135","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","","","","","","","","","",""
"","instruc6","30","261581","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","","","","","","","","","",""
"","html-keyboard-response","31","262262","0.0-31.0","679.5999999642372","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","32","273043","0.0-32.0","10779.5","run_exp/static/audio/clip_7_pick_pirate.m4a","51","","","","","","","","","","","","","","",""
"","audio-keyboard-response","33","275682","0.0-33.0-0.0","2636.7000000476837","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","34","276410","0.0-33.0-1.0","727","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","51","","","","","","","","","","","","","","",""
"","audio-keyboard-response","35","277682","0.0-34.0-0.0","1269.8999999761581","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","","","","","","","","","",""
"","instruc9","36","283171","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","37","283943","0.0-35.0-1.0","770.3000000119209","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc10","38","323022","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've chosen a pirate, you’ll be shown the ship they are robbing. You will never rob the same ship twice. Ships can be told apart from one another by the image on them. These are the goods that they sell. See, this ship has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on. You will win more gold coins and hence more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","39","329905","0.0-35.0-3.0","6882","<div class='center'><p>Once you've chosen a pirate, you’ll be shown the ship they are robbing. You will never rob the same ship twice. Ships can be told apart from one another by the image on them. These are the goods that they sell. See, this ship has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on. You will win more gold coins and hence more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc11","40","346319","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","","","","","","","","","",""
"","html-keyboard-response","41","350775","0.0-35.0-5.0","4455.099999964237","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc12","42","391887","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","","","","","","","","","",""
"","html-keyboard-response","43","395956","0.0-35.0-7.0","4067.699999988079","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","instruc13","44","431143","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","","","","","","","","","",""
"","html-keyboard-response","45","447927","0.0-35.0-9.0","16782.099999964237","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","do_welcome","46","451942","0.0-35.0-10.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","47","457900","0.0-35.0-11.0","1453.199999988079","","","","","","","","49","1,0,0","","","","","","","",""
"","html-keyboard-response","48","458907","0.0-36.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","49","465048","0.0-36.0-1.0","1628.800000011921","","","","","","","","49","1,1,0","","","","","","","",""
"","html-keyboard-response","50","466054","0.0-37.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","51","471842","0.0-37.0-1.0","1273","","","","","","","","49","1,0,1","","","","","","","",""
"","html-keyboard-response","52","472847","0.0-38.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","53","479296","0.0-38.0-1.0","1933.7999999523163","","","","","","","","50","0,1,0","","","","","","","",""
"","html-keyboard-response","54","480303","0.0-39.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","55","486586","0.0-39.0-1.0","1766.9000000357628","","","","","","","","50","1,0,0","","","","","","","",""
"","do_bye","56","488098","0.0-40.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_travel","57","497110","0.0-40.0-1.0","null","","","","","","","","null","","","","","","","","",""
"","do_welcome","58","501123","0.0-40.0-2.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","59","507232","0.0-40.0-3.0","1596.9000000357628","","","","","","","","51","1,0,0","","","","","","","",""
"","html-keyboard-response","60","508239","0.0-41.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","61","513602","0.0-41.0-1.0","849","","","","","","","","50","1,0,1","","","","","","","",""
"","html-keyboard-response","62","514604","0.0-42.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","63","519695","0.0-42.0-1.0","576.0999999642372","","","","","","","","49","1,1,0","","","","","","","",""
"","html-keyboard-response","64","520699","0.0-43.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","65","526278","0.0-43.0-1.0","1074.8999999761581","","","","","","","","49","0,0,1","","","","","","","",""
"","html-keyboard-response","66","527284","0.0-44.0-0.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","67","532672","0.0-44.0-1.0","873.0999999642372","","","","","","","","50","1,0,1","","","","","","","",""
"","html-keyboard-response","68","536670","0.0-45.0-0.0","3994.899999976158","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>","49","","","","","","","","","","","","","","",""
"","html-keyboard-response","69","540869","0.0-46.0-0.0","4197.899999976158","<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","html-keyboard-response","70","546305","0.0-46.0-1.0","5434.099999964237","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>","50","","","","","","","","","","","","","","",""
"","html-keyboard-response","71","548496","0.0-47.0-0.0","2190","<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","quiz_beginning","72","559731","0.0-47.0-1.0","null","run_exp/static/audio/clip_16_quiz_intro.m4a","null","","","","","<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>","","","","","","","","","",""
"","audio-keyboard-response","73","564164","0.0-47.0-2.0","4430.199999988079","run_exp/static/audio/clip_17_q1.m4a","49","","","","","","","","","","","","","","",""
"","correct","74","566579","0.0-48.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","75","567444","0.0-48.0-1.0","863.8999999761581","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","76","570903","0.0-48.0-2.0","3458.099999964237","run_exp/static/audio/clip_20_q2.m4a","50","","","","","","","","","","","","","","",""
"","correct","77","573298","0.0-49.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","78","574099","0.0-49.0-1.0","800.3999999761581","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","79","577456","0.0-49.0-2.0","3355","run_exp/static/audio/clip_22_q3.m4a","50","","","","","","","","","","","","","","",""
"","correct","80","579870","0.0-50.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","81","580672","0.0-50.0-1.0","800.9000000357628","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","audio-keyboard-response","82","587412","0.0-50.0-2.0","6738.5","run_exp/static/audio/clip_24_q4.m4a","49","","","","","","","","","","","","","","",""
"","correct","83","589854","0.0-51.0-0.0","null","run_exp/static/audio/clip_18_correct.m4a","null","","","","","<div class='center'><p>That's correct!</p></div>","","","","","","","","","",""
"","html-keyboard-response","84","590556","0.0-51.0-1.0","700.3000000119209","<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","q_all_corr","85","599049","0.0-52.0-0.0","null","run_exp/static/audio/clip_27_quiz_all_correct.m4a","null","","","","","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>","","","","","","","","","",""
"","html-keyboard-response","86","599736","0.0-52.0-1.0","685","<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","","","","","","","","","",""
"","do_welcome","87","603748","0.0-53.0-0.0","null","","","","","","","","null","","","","","","","","",""
"","do_trial","88","610088","0.0-54.0-0.0","1796.7999999523163","","","","","","","","51","1,0,0","0","coast","0","probe-36","0.6","0.3","0.1","0"
"","html-keyboard-response","89","611092","0.0-54.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","90","616511","0.0-55.0-0.0","882.8999999761581","","","","","","","","49","1,0,0","0","coast","1","probe-38","0.6359572878727217","0.357453480860418","0.09672275766405473","1"
"","html-keyboard-response","91","617517","0.0-55.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","92","623124","0.0-56.0-0.0","1054.4000000357628","","","","","","","","49","0,0,0","0","coast","2","probe-134","0.7401817799246853","0.37142625918316724","0.06344284752216262","0"
"","html-keyboard-response","93","624130","0.0-56.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","94","629539","0.0-57.0-0.0","856.5999999642372","","","","","","","","50","0,0,0","0","coast","3","probe-171","0.5997638664229689","0.3805283752757097","0.08724112749003075","0"
"","html-keyboard-response","95","630546","0.0-57.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","96","636186","0.0-58.0-0.0","1087.800000011921","","","","","","","","51","1,0,0","0","coast","4","probe-229","0.5348529885776829","0.4509189331350347","0.20312381126206971","0"
"","html-keyboard-response","97","637190","0.0-58.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","98","642354","0.0-59.0-0.0","632.3000000119209","","","","","","","","49","1,0,1","0","coast","5","probe-49","0.7186520963604712","0.30571648713581284","0.11202594267930976","1"
"","html-keyboard-response","99","643357","0.0-59.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","100","648745","0.0-60.0-0.0","853.3000000119209","","","","","","","","49","1,0,0","0","coast","6","probe-45","0.5601453723654024","0.2903186112896625","0.05478008196270674","1"
"","html-keyboard-response","101","649747","0.0-60.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","102","655033","0.0-61.0-0.0","738.4000000357628","","","","","","","","49","0,0,0","0","coast","7","probe-11","0.5035927034220984","0.3029262088350356","0.07653311856877751","0"
"","html-keyboard-response","103","656036","0.0-61.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","104","661268","0.0-62.0-0.0","680.1999999880791","","","","","","","","49","1,0,0","0","coast","8","probe-23","0.7386632203627105","0.28368373853352175","0.17336350732310257","1"
"","html-keyboard-response","105","662274","0.0-62.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","106","667947","0.0-63.0-0.0","1125.300000011921","","","","","","","","49","1,1,0","0","coast","9","probe-178","0.6590712811627475","0.28796259105232375","0.2143911279199819","1"
"","html-keyboard-response","107","668953","0.0-63.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","108","674902","0.0-64.0-0.0","1396.3999999761581","","","","","","","","49","1,0,0","0","coast","10","probe-22","0.6311159905628921","0.36415871998456384","0.3313260931501725","1"
"","html-keyboard-response","109","675908","0.0-64.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","110","681330","0.0-65.0-0.0","874.4000000357628","","","","","","","","49","0,0,0","0","coast","11","probe-84","0.584352959874836","0.25584070743324555","0.1765064821682489","0"
"","html-keyboard-response","111","682336","0.0-65.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","112","687600","0.0-66.0-0.0","710.4000000357628","","","","","","","","49","0,1,0","0","coast","12","probe-60","0.7231358227729682","0.24720855663508853","0.1792549602788398","0"
"","html-keyboard-response","113","688602","0.0-66.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","114","693669","0.0-67.0-0.0","534.9000000357628","","","","","","","","50","1,0,1","0","coast","13","probe-40","0.6459372916344708","0.263714128296966","0.14329021895141494","0"
"","html-keyboard-response","115","694673","0.0-67.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","116","699778","0.0-68.0-0.0","557.2000000476837","","","","","","","","51","0,0,1","0","coast","14","probe-169","0.6706504188995775","0.158290867806035","0.2071878056863891","1"
"","html-keyboard-response","117","700784","0.0-68.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","118","705854","0.0-69.0-0.0","516.6000000238419","","","","","","","","51","1,0,0","0","coast","15","probe-06","0.662063373071457","0.2503814399286057","0.07603688163063561","0"
"","html-keyboard-response","119","706857","0.0-69.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","120","711947","0.0-70.0-0.0","538.3000000119209","","","","","","","","51","1,0,0","0","coast","16","probe-10","0.6126246502276333","0.36314133752624567","0.14978665811690547","0"
"","html-keyboard-response","121","712953","0.0-70.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","122","717997","0.0-71.0-0.0","493.39999997615814","","","","","","","","49","0,0,0","0","coast","17","probe-215","0.5870418377676156","0.2797020207376116","0.14516106043086327","0"
"","html-keyboard-response","123","719002","0.0-71.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","124","724402","0.0-72.0-0.0","847.4000000357628","","","","","","","","50","0,0,1","0","coast","18","probe-53","0.6964145221785745","0.27400173592525073","0.11140622919414937","0"
"","html-keyboard-response","125","725404","0.0-72.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","126","730580","0.0-73.0-0.0","625.5","","","","","","","","51","0,0,1","0","coast","19","probe-208","0.603406744623101","0.0722777303573892","0.15737621498962726","1"
"","html-keyboard-response","127","731584","0.0-73.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","128","736915","0.0-74.0-0.0","779.5999999642372","","","","","","","","51","0,0,0","0","coast","20","probe-180","0.7183593852952216","0.14370623423498283","0.2133641964518212","0"
"","html-keyboard-response","129","737920","0.0-74.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","130","743179","0.0-75.0-0.0","705.6999999880791","","","","","","","","51","1,0,1","0","coast","21","probe-52","0.8089800268908516","0.2024932796442697","0.19594267708174962","1"
"","html-keyboard-response","131","744185","0.0-75.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","132","749347","0.0-76.0-0.0","605.8999999761581","","","","","","","","51","1,0,0","0","coast","22","probe-87","0.7724960636600423","0.24562263933275247","0.1586551940493784","0"
"","html-keyboard-response","133","750354","0.0-76.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","134","755662","0.0-77.0-0.0","762.6999999880791","","","","","","","","51","0,0,0","0","coast","23","probe-24","0.7027585369601488","0.259714891600638","0.14454569537329362","0"
"","html-keyboard-response","135","756667","0.0-77.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","136","761749","0.0-78.0-0.0","531.1000000238419","","","","","","","","49","1,0,0","0","coast","24","probe-62","0.5578325998395742","0.2627551094980499","0.05498798330632889","1"
"","html-keyboard-response","137","762752","0.0-78.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","138","767889","0.0-79.0-0.0","584.0999999642372","","","","","","","","49","1,0,0","0","coast","25","probe-46","0.5804024214605381","0.28011056046030575","0.09920651821036802","1"
"","html-keyboard-response","139","768893","0.0-79.0-1.0","null","<p></p>","null","","","","","","","","","","","","","","",""
"","do_trial","140","773943","0.0-80.0-0.0","485.69999998807907","","","","","","","","49","1,0,0","0","coast","26","probe-149","0.6795267593561458","0.2788956898761024","0.13998047803151856","1"
