"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","instruc5","10","150211","0.0-10.0","25637.10000000149","run_exp/static/audio/clip_5_probabilistic.m4a","49","","","","","<div class='center'><p>Even the most skilled pirate can not rob EVERY ship.</p><p> Some ships will have very strong protections against pirate attacks.</p><p> Blue beard, here, is very, very good at robbing ships, but he won't be successful every time he tries to rob one.</p><p> You can press the <b>‘1’</b> key on the keyboard to choose him.</p><p> Try choosing him 10 times to see how often he succeeds at robbing a ship. </p><p><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","",""
"","html-keyboard-response","11","151716","0.0-11.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","12","152955","0.0-12.0","1238.1000000014901","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","13","154461","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","14","155039","0.0-14.0","577.7999999970198","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","15","156545","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","16","157041","0.0-16.0","495.1000000014901","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","17","158547","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","18","159487","0.0-18.0","939.0999999940395","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","19","160990","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","20","161878","0.0-20.0","887.1000000014901","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","21","163379","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","22","163910","0.0-22.0","529.8000000044703","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","23","165414","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","24","166765","0.0-24.0","1350.5","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","25","168271","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","26","169782","0.0-26.0","1510.2999999970198","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","27","171288","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","28","171762","0.0-28.0","473.59999999403954","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","29","173265","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","instruc6","30","179933","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","",""
"","html-keyboard-response","31","181076","0.0-31.0","1142.3000000044703","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","32","200052","0.0-32.0","18974.5","run_exp/static/audio/clip_7_pick_pirate.m4a","49","","","","","","",""
"","audio-keyboard-response","33","204493","0.0-33.0-0.0","4439","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","",""
"","audio-keyboard-response","34","207507","0.0-33.0-1.0","3012.39999999851","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","50","","","","","","",""
"","audio-keyboard-response","35","212343","0.0-34.0-0.0","4834.79999999702","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","",""
"","instruc9","36","219486","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","",""
"","html-keyboard-response","37","220181","0.0-35.0-1.0","694.6000000014901","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc10","38","268809","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","",""
"","html-keyboard-response","39","269566","0.0-35.0-3.0","756.5","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc11","40","290441","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","",""
"","html-keyboard-response","41","291403","0.0-35.0-5.0","961.8999999985099","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","319412","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","320141","0.0-35.0-7.0","728.5","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","364788","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck!</p></div>","",""
"","html-keyboard-response","45","365412","0.0-35.0-9.0","623.5","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","366918","0.0-35.0-10.0","null","","","","","","","","null",""
"","do_trial","47","373759","0.0-35.0-11.0","2332.10000000149","","","","","","","","49","1,0,0"
"","html-keyboard-response","48","374765","0.0-36.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","49","381692","0.0-36.0-1.0","2418.8000000044703","","","","","","","","50","1,1,0"
"","html-keyboard-response","50","382694","0.0-37.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","51","389348","0.0-37.0-1.0","2146.7999999970198","","","","","","","","51","1,0,1"
"","html-keyboard-response","52","390349","0.0-38.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","53","396992","0.0-38.0-1.0","2133.2999999970198","","","","","","","","49","0,1,0"
"","html-keyboard-response","54","397993","0.0-39.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","55","404254","0.0-39.0-1.0","1753.8000000044703","","","","","","","","50","1,0,0"
"","do_bye","56","405759","0.0-40.0-0.0","null","","","","","","","","null",""
"","do_travel","57","411766","0.0-40.0-1.0","null","","","","","","","","null",""
"","do_welcome","58","413271","0.0-40.0-2.0","null","","","","","","","","null",""
"","do_trial","59","419171","0.0-40.0-3.0","1389","","","","","","","","49","1,0,0"
"","html-keyboard-response","60","420177","0.0-41.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","61","426177","0.0-41.0-1.0","1488.8999999985099","","","","","","","","50","1,0,1"
"","html-keyboard-response","62","427181","0.0-42.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","63","432475","0.0-42.0-1.0","783.2999999970198","","","","","","","","51","1,1,0"
"","html-keyboard-response","64","433482","0.0-43.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","65","438874","0.0-43.0-1.0","884.7000000029802","","","","","","","","49","0,0,1"
"","html-keyboard-response","66","439880","0.0-44.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","67","444904","0.0-44.0-1.0","518.1000000014901","","","","","","","","51","1,0,1"
"","html-keyboard-response","68","448963","0.0-45.0-0.0","4057.2999999970198","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_best_pirate.png'  height='500'></p></div>","51","","","","","","",""
"","html-keyboard-response","69","452453","0.0-46.0-0.0","3489.5999999940395","<div class='center'><p>That's incorrect! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","html-keyboard-response","70","459643","0.0-46.0-1.0","7188.39999999851","<div class='center'><p><img src='run_exp/static/images/tutorial/prac_source.png'  height='500'></p></div>","50","","","","","","",""
"","html-keyboard-response","71","461639","0.0-47.0-0.0","1995.7999999970198","<div class='center'><p>That's correct! You saw this ship on the cavern island.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","quiz_beginning","72","475092","0.0-47.0-1.0","null","run_exp/static/audio/clip_16_quiz_intro.m4a","null","","","","","<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>","",""
