success,trial_type,trial_index,time_elapsed,internal_node_id,rt,responses,subject_id,stimulus,key_press,prompt,response,choice_outcomes,context_n,context_img_id,trial_n,pR_red,pR_white,pR_black,outcome,phase,passed
,html-keyboard-response,10,117675,0.0-10.0,123.09999999997672,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,11,119178,0.0-11.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,12,119727,0.0-12.0,548,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,13,121230,0.0-13.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,14,121622,0.0-14.0,390.9000000000233,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,15,123125,0.0-15.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,16,123393,0.0-16.0,266.5,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,17,124895,0.0-17.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,18,125164,0.0-18.0,267.5999999999767,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,19,126667,0.0-19.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,20,127137,0.0-20.0,468.30000000004657,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,21,128640,0.0-21.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,22,128991,0.0-22.0,350.19999999995343,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,23,130494,0.0-23.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_no_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,24,130807,0.0-24.0,311.9000000000233,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,25,132309,0.0-25.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,html-keyboard-response,26,132593,0.0-26.0,282.79999999993015,,,<div class='center'><img src='../static/images/tutorial/blue.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,27,134096,0.0-27.0,null,,,<div class='center'><p><img src='../static/images/tutorial/blue_win.png' height='500'></p></div>,null,,,,,,,,,,,,
,instruc6,28,136098,0.0-28.0,null,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,null,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>,,,,,,,,,,,
,html-keyboard-response,29,137016,0.0-29.0,917.1999999999534,,,<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,30,144277,0.0-30.0,7258.800000000047,,,<div class='center'><p>From these three pirates, you will get to choose which one you want to rob the next ship. <p>Press the <b>'1'</b> key on your keyboard to pick the pirate with the red beard.</p><p> Press <b>'2'</b> to pick the pirate with the white beard.</p><p> Press <b>'3'</b> to pick the pirate with the black beard.</p><p>Try picking a pirate now!</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,49,,,,,,,,,,,,
,audio-keyboard-response,31,146590,0.0-31.0-0.0,2309.6999999999534,,,../static/audio/clip_8_chosen_pirate_win.m4a,32,,,,,,,,,,,,
,html-keyboard-response,32,148433,0.0-31.0-1.0,1841.5999999999767,,,<div class='center'><p>Now try choosing another.</p><p><img src='../static/images/tutorial/all_pirates.png' height='500'></p></div>,50,,,,,,,,,,,,
,audio-keyboard-response,33,149630,0.0-32.0-0.0,1195.3000000000466,,,../static/audio/clip_10_chosen_pirate_loss.m4a,32,,,,,,,,,,,,
,instruc9,34,151633,0.0-33.0-0.0,null,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,null,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,35,152979,0.0-33.0-1.0,1344.2000000000698,,,<div class='center'><p>If you don't make your choice fast enough, you'll have to wait a few seconds before you can make another one. </p><p><img src='../static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc11,36,154982,0.0-33.0-2.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p></div>,,,,,,,,,,,
,html-keyboard-response,37,161504,0.0-33.0-3.0,6521.599999999977,,,<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you're on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they're more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc12,38,163507,0.0-33.0-4.0,null,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,null,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p></div>,,,,,,,,,,,
,html-keyboard-response,39,177345,0.0-33.0-5.0,13835.599999999977,,,<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='../static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,instruc13,40,179347,0.0-33.0-6.0,null,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,null,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,41,188721,0.0-33.0-7.0,9372.400000000023,,,<div class='center'><p>Let's go over the instructions quickly again. You have one thing to do: </p><b><p> Pick the pirate who is the best at robbing ships on the current island. </p></b><b><p> The amount of bonus money you win depends on it.</p><p><br><p>Let's try a practice game. The game will start by showing you an island. Pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard to get it to try and rob one of the ships leaving the island.</p><p>This is just a practice game, so you're not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,42,192729,0.0-33.0-8.0,null,,,,,,null,,,,,,,,,,
,do_trial,43,196271,0.0-33.0-9.0,1034.5999999999767,,,,,,49,1,0,0,,,,,,,,,
,html-keyboard-response,44,197274,0.0-34.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,45,200343,0.0-34.0-1.0,562.7000000000698,,,,,,50,1,1,0,,,,,,,,,
,html-keyboard-response,46,201347,0.0-35.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,47,204437,0.0-35.0-1.0,583.6999999999534,,,,,,51,1,0,1,,,,,,,,,
,html-keyboard-response,48,205440,0.0-36.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,49,208635,0.0-36.0-1.0,690.9000000000233,,,,,,49,0,1,0,,,,,,,,,
,html-keyboard-response,50,209638,0.0-37.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,51,212608,0.0-37.0-1.0,466,,,,,,50,1,0,0,,,,,,,,,
,do_bye,52,214116,0.0-38.0-0.0,null,,,,,,null,,,,,,,,,,
,do_travel,53,223118,0.0-38.0-1.0,null,,,,,,null,,,,,,,,,,
,do_welcome,54,227125,0.0-38.0-2.0,null,,,,,,null,,,,,,,,,,
,do_trial,55,230349,0.0-38.0-3.0,717.5,,,,,,49,1,0,0,,,,,,,,,
,html-keyboard-response,56,231351,0.0-39.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,57,234398,0.0-39.0-1.0,541,,,,,,50,1,0,1,,,,,,,,,
,html-keyboard-response,58,235401,0.0-40.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,59,238327,0.0-40.0-1.0,420.4000000000233,,,,,,49,1,1,0,,,,,,,,,
,html-keyboard-response,60,239330,0.0-41.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,61,242077,0.0-41.0-1.0,239.80000000004657,,,,,,49,0,0,1,,,,,,,,,
,html-keyboard-response,62,243080,0.0-42.0-0.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,63,245875,0.0-42.0-1.0,287.80000000004657,,,,,,49,1,0,1,,,,,,,,,
,html-keyboard-response,64,249391,0.0-43.0-0.0,3513.600000000093,,,<div class='center'><p><img src='../static/images/tutorial/prac_best_pirate.png' height='500'></p></div>,49,,,,,,,,,,,,
,html-keyboard-response,65,250613,0.0-44.0-0.0,1221.4000000000233,,,<div class='center'><p>That's correct! Red beard was the best.</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,quiz_beginning,66,252616,0.0-44.0-1.0,null,,,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,null,<div class='center'><p>Good job on the practice game! Now, you will be asked some true or false questions to make sure you really understand the rules of the game.</p><p> Press <b>'1'</b> on the keyboard for true and press <b>'2'</b> for false.</p></div>,,,,,,,,,,,
,html-keyboard-response,67,256699,0.0-44.0-2.0,4082.6999999999534,,,<div class='center'><p>You win bonus money by collecting gold coins.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,68,258702,0.0-45.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,69,259872,0.0-45.0-1.0,1168.5,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,70,263256,0.0-45.0-2.0,3383.5999999999767,,,<div class='center'><p>The pirate who is the best at robbing ships when you first arrive on the island will definitely still be the best when you leave the island. </p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,71,265259,0.0-46.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,72,266433,0.0-46.0-1.0,1172.8000000000466,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,73,270664,0.0-46.0-2.0,4230.399999999907,,,<div class='center'><p>The pirate who is the best at robbing ships on the first island will be the best on every other island.</p><p>Press 1 for true and press  2 for false.</p></div>,50,,,,,,,,,,,,
,correct,74,272667,0.0-47.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,75,273602,0.0-47.0-1.0,934.1999999999534,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,html-keyboard-response,76,278533,0.0-47.0-2.0,4930.699999999953,,,<div class='center'><p>You should remember the island where a pirate robbed a ship.</p><p>Press 1 for true and press  2 for false.</p></div>,49,,,,,,,,,,,,
,correct,77,280556,0.0-48.0-0.0,null,,,<div class='center'><p>That's correct!</p></div>,null,<div class='center'><p>That's correct!</p></div>,,,,,,,,,,,
,html-keyboard-response,78,281336,0.0-48.0-1.0,777.8000000000466,,,<div class='center'><p>That's correct!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,q_all_corr,79,283338,0.0-49.0-0.0,null,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,null,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p></div>,,,,,,,,,,,
,html-keyboard-response,80,284588,0.0-49.0-1.0,1248.2000000000698,,,<div class='center'><p>Good job! You’re now ready to move on to the real game! Remember this game will be difficult but don't get discouraged and try your best!</p><p><b>[Press the space bar to continue]</b></p></div>,32,,,,,,,,,,,,
,do_welcome,81,288600,0.0-50.0-0.0,null,,,,,,null,,,,,,,,,,
,do_trial,82,292089,0.0-51.0-0.0,981,,,,,,49,0,0,0,0,countryside,0,0.6,0.3,0.1,0,learn,
,html-keyboard-response,83,293093,0.0-51.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,84,296040,0.0-52.0-0.0,441.5,,,,,,50,1,1,0,0,countryside,1,0.6056289100097356,0.41676116127342994,0.09298107465576942,1,learn,
,html-keyboard-response,85,297044,0.0-52.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,86,299927,0.0-53.0-0.0,375.69999999995343,,,,,,50,1,1,0,0,countryside,2,0.5115033964113274,0.4202733783887696,0.22295713353473456,1,learn,
,html-keyboard-response,87,300930,0.0-53.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,88,303723,0.0-54.0-0.0,285.39999999990687,,,,,,50,1,0,0,0,countryside,3,0.601501235630323,0.3132634651574186,0.12540705254182755,0,learn,
,html-keyboard-response,89,304726,0.0-54.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,90,307486,0.0-55.0-0.0,254.20000000018626,,,,,,51,1,0,1,0,countryside,4,0.6531823357057175,0.20179426559564498,0.26662162013716506,1,learn,
,html-keyboard-response,91,308489,0.0-55.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,92,311273,0.0-56.0-0.0,278.39999999990687,,,,,,51,1,0,0,0,countryside,5,0.6246592324981554,0.2685266937493126,0.23975496919288553,0,learn,
,html-keyboard-response,93,312277,0.0-56.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,94,315101,0.0-57.0-0.0,316.60000000009313,,,,,,51,1,1,0,0,countryside,6,0.5727432583531367,0.17592085499422674,0.28138698076713087,0,learn,
,html-keyboard-response,95,316104,0.0-57.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,96,318919,0.0-58.0-0.0,307.69999999995343,,,,,,49,0,0,0,0,countryside,7,0.5081177139173245,0.18993848840911784,0.29157348533434585,0,learn,
,html-keyboard-response,97,319922,0.0-58.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,98,322702,0.0-59.0-0.0,273.29999999981374,,,,,,50,0,0,0,0,countryside,8,0.5492240869108194,0.24238511300269447,0.10733615461064204,0,learn,
,html-keyboard-response,99,323705,0.0-59.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,100,326461,0.0-60.0-0.0,248.39999999990687,,,,,,50,1,1,0,0,countryside,9,0.4962935904997716,0.18948082671692398,0.259721996687235,1,learn,
,html-keyboard-response,101,327464,0.0-60.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,102,330239,0.0-61.0-0.0,269,,,,,,50,1,1,0,0,countryside,10,0.4805202788121408,0.271474608856031,0.2042685791653215,1,learn,
,html-keyboard-response,103,331242,0.0-61.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,104,334009,0.0-62.0-0.0,259.89999999990687,,,,,,50,1,0,1,0,countryside,11,0.5069769537418034,0.24927345358548267,0.1995127946485903,0,learn,
,html-keyboard-response,105,335012,0.0-62.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,106,337801,0.0-63.0-0.0,282.19999999995343,,,,,,50,1,1,0,0,countryside,12,0.5041270207074379,0.3180545005406111,0.053068055567641714,1,learn,
,html-keyboard-response,107,338804,0.0-63.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,108,341660,0.0-64.0-0.0,349.89999999990687,,,,,,50,0,0,0,0,countryside,13,0.5346594959890862,0.2831473246400509,0.18029141703892357,0,learn,
,html-keyboard-response,109,342662,0.0-64.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,110,345395,0.0-65.0-0.0,225.0999999998603,,,,,,50,1,1,1,0,countryside,14,0.41547046324908804,0.3606079362646331,0.2623387330058459,1,learn,
,html-keyboard-response,111,346397,0.0-65.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,112,349625,0.0-66.0-0.0,721,,,,,,51,1,0,0,0,countryside,15,0.4805057916501513,0.357871333363638,0.38918827345172274,0,learn,
,html-keyboard-response,113,350628,0.0-66.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,114,353386,0.0-67.0-0.0,251.89999999990687,,,,,,50,0,1,0,0,countryside,16,0.395030226810524,0.2167193267505995,0.1748297147188567,1,learn,
,html-keyboard-response,115,354388,0.0-67.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,116,357249,0.0-68.0-0.0,354.19999999995343,,,,,,50,0,1,0,0,countryside,17,0.37560658839995953,0.2688918158139536,0.06941755878887251,1,learn,
,html-keyboard-response,117,358252,0.0-68.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,118,360984,0.0-69.0-0.0,226,,,,,,50,0,0,0,0,countryside,18,0.45352682640274855,0.3022198904961909,0.17781183946747806,0,learn,
,html-keyboard-response,119,361988,0.0-69.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,120,364742,0.0-70.0-0.0,248.9000000001397,,,,,,50,0,1,0,0,countryside,19,0.4904943353928263,0.24172480443797711,0.12130962655306103,1,learn,
,html-keyboard-response,121,365745,0.0-70.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,122,368521,0.0-71.0-0.0,268.5999999998603,,,,,,50,1,0,0,0,countryside,20,0.5097988357660418,0.2947306447161399,0.23071793254375222,0,learn,
,html-keyboard-response,123,369524,0.0-71.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,124,372188,0.0-72.0-0.0,157.9000000001397,,,,,,50,0,0,0,0,countryside,21,0.4943055675178777,0.3996211675088647,0.2920261729697134,0,learn,
,html-keyboard-response,125,373191,0.0-72.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,126,375903,0.0-73.0-0.0,205.5,,,,,,49,1,0,1,0,countryside,22,0.49781114147269284,0.46832174709178787,0.3512848304339348,1,learn,
,html-keyboard-response,127,376906,0.0-73.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,128,379675,0.0-74.0-0.0,263.10000000009313,,,,,,49,0,1,0,0,countryside,23,0.5229706456234459,0.4552632045101316,0.24123442362416195,0,learn,
,html-keyboard-response,129,380678,0.0-74.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,130,383457,0.0-75.0-0.0,271.19999999995343,,,,,,49,1,0,0,0,countryside,24,0.5775174379095532,0.25167723930415753,0.1626779008220645,1,learn,
,html-keyboard-response,131,384460,0.0-75.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,132,387242,0.0-76.0-0.0,274.0999999998603,,,,,,49,1,1,0,0,countryside,25,0.5880984301442541,0.3973098872297193,0.14501608785757172,1,learn,
,html-keyboard-response,133,388245,0.0-76.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,134,390969,0.0-77.0-0.0,216.80000000004657,,,,,,49,1,0,0,0,countryside,26,0.6730135982356107,0.5854222368218726,0.12536340964625114,1,learn,
,html-keyboard-response,135,391972,0.0-77.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,136,394715,0.0-78.0-0.0,237,,,,,,49,0,1,0,0,countryside,27,0.5286746426700801,0.5475657467155352,0.2410564235829523,0,learn,
,html-keyboard-response,137,395717,0.0-78.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,138,398443,0.0-79.0-0.0,219.9000000001397,,,,,,49,1,0,1,0,countryside,28,0.5327015175556052,0.3171660986163062,0.1749540815408936,1,learn,
,html-keyboard-response,139,399445,0.0-79.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
,do_trial,140,402183,0.0-80.0-0.0,231,,,,,,49,1,0,0,0,countryside,29,0.5007153008674606,0.41550054045088675,0.06655294607635741,1,learn,
,html-keyboard-response,141,403186,0.0-80.0-1.0,null,,,<p></p>,null,,,,,,,,,,,,
