"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","subject_id","participant_id","age","gender","prompt","response","choice_outcomes"
"","html-keyboard-response","12","182306","0.0-12.0","1389.1149999690242","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","13","183808","0.0-13.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","14","184661","0.0-14.0","852.8850000002421","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","15","186163","0.0-15.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","16","186513","0.0-16.0","348.92499999841675","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","17","188019","0.0-17.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","18","188314","0.0-18.0","293.88999997172505","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","19","189820","0.0-19.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","20","190142","0.0-20.0","321.0749999852851","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","21","191646","0.0-21.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","22","194301","0.0-22.0","2654.140000056941","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","23","195806","0.0-23.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","24","196197","0.0-24.0","389.13999998476356","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","25","197703","0.0-25.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_no_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","26","198214","0.0-26.0","510.7950000092387","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","27","199716","0.0-27.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","html-keyboard-response","28","199825","0.0-28.0","108.07499999646097","<div class='center'><img src='run_exp/static/images/tutorial/blue.png' height='500'></p></div>","49","","","","","","",""
"","html-keyboard-response","29","201331","0.0-29.0","null","<div class='center'><p><img src='run_exp/static/images/tutorial/blue_win.png' height='500'></p></div>","null","","","","","","",""
"","instruc6","30","207959","0.0-30.0","null","run_exp/static/audio/clip_6_blue_beard_outcome.m4a","null","","","","","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p></div>","",""
"","html-keyboard-response","31","261159","0.0-31.0","53198.77000001725","<div class='center'><p> See, he succeeded in robbing the ships most of the time but not every time. </p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","audio-keyboard-response","32","294477","0.0-32.0","33316.85000000289","run_exp/static/audio/clip_7_pick_pirate.m4a","49","","","","","","",""
"","audio-keyboard-response","33","295178","0.0-33.0-0.0","698.8199999905191","run_exp/static/audio/clip_8_chosen_pirate_win.m4a","32","","","","","","",""
"","audio-keyboard-response","34","295751","0.0-33.0-1.0","572.5949999759905","run_exp/static/audio/clip_9_pick_a_pirate_again.m4a","49","","","","","","",""
"","audio-keyboard-response","35","296293","0.0-34.0-0.0","540.0800000061281","run_exp/static/audio/clip_10_chosen_pirate_loss.m4a","32","","","","","","",""
"","instruc9","36","303472","0.0-35.0-0.0","null","run_exp/static/audio/clip_11_time_out.m4a","null","","","","","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p></div>","",""
"","html-keyboard-response","37","306208","0.0-35.0-1.0","2734.7849999787286","<div class='center'><p>If you don’t make your choice fast enough, you’ll have to wait a few seconds before you can make another one. </p><p><img src='run_exp/static/images/miscellaneous/hurry_up.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc10","38","354858","0.0-35.0-2.0","null","run_exp/static/audio/clip_12_probe.m4a","null","","","","","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p></div>","",""
"","html-keyboard-response","39","394832","0.0-35.0-3.0","39972.72999997949","<div class='center'><p>Once you've choose a pirate, you’ll be shown the ship they are robbing.</p><p>You will never rob the same ship twice. After all, ships that have already been robbed won’t have gold on them. </p><p>Ships can be told apart from one another by the image on them. See, this one has a travel mug on it. </p><p> You’ll have to remember which island you saw each ship on.You will win more bonus money if you remember correctly! To help you remember, you can imagine a story. For example, here, you could imagine a mug full of water in the desert. Or, as another example, if on the forest island, your pirate robbed a ship with an apple on it, you could imagine an apple falling from a tree in the forest. </p><p><img src='run_exp/static/images/tutorial/example_probe.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc11","40","415717","0.0-35.0-4.0","null","run_exp/static/audio/clip_13_changepoint.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p></div>","",""
"","html-keyboard-response","41","431169","0.0-35.0-5.0","15451.87500002794","<div class='center'><p>How successful a pirate is at robbing ships will depend on the island you’re on.</p><p> A pirate may have visited this island many times before and gained a lot of practice robbing ships there.</p><p>So, they’re more likely to be successful than a pirate who has never visited the island before.</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc12","42","459182","0.0-35.0-6.0","null","run_exp/static/audio/clip_14_drift.m4a","null","","","","","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p></div>","",""
"","html-keyboard-response","43","493432","0.0-35.0-7.0","34248.95999999717","<div class='center'><p>How successful a pirate is at robbing ships can also change over the time spent on the island. </p><p> Ships may hear from islanders about the pirates coming and will improve their protections against the attack. This may make it harder to rob them.</p><p> Ships may also become lazy and weaken the strength of their protections. This may make it easier to rob them.</p><br><p>Things are always changing on the high seas! So, try your best to pay attention!</p><p><img src='run_exp/static/images/tutorial/contingency.png' height='500'></p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","instruc13","44","538605","0.0-35.0-8.0","null","run_exp/static/audio/clip_15_summary.m4a","null","","","","","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p></div>","",""
"","html-keyboard-response","45","548995","0.0-35.0-9.0","10388.849999988452","<div class='center'><p>Let's go over the instructions quickly again. You have two important things to do: </p><b><p> 1. Pick the pirate who is the best at robbing ships on the current island. This way you'll collect more gold coins!</p></b><b><p> 2. Remember on which island a ship was robbed.</p> </b><p>The amount of bonus money you can win depends on both.</p><p><br><p>Let’s try a practice game. The game will start by showing you the pirates. First, pick a pirate using the <b> 1, 2, 3 </b> keys on your keyboard. When you are shown a ship, try to remember which island you’re on by making up a story.</p><p>This is just a practice game, so you’re not playing for money. </p><p> Good luck! This game will be very difficult but try your best!</p><p><b>[Press the space bar to continue]</b></p></div>","32","","","","","","",""
"","do_welcome","46","550504","0.0-35.0-10.0","null","","","","","","","","null",""
"","do_trial","47","556518","0.0-35.0-11.0","null","","","","","","","","null","1,0,0"
"","html-keyboard-response","48","557521","0.0-36.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","49","562332","0.0-36.0-1.0","300.40000000735745","","","","","","","","49","1,0,0"
"","html-keyboard-response","50","563336","0.0-37.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","51","568252","0.0-37.0-1.0","405.88999999454245","","","","","","","","49","1,1,0"
"","html-keyboard-response","52","569257","0.0-38.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","53","575003","0.0-38.0-1.0","1236.8599999463186","","","","","","","","49","1,0,1"
"","html-keyboard-response","54","576008","0.0-39.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","55","580977","0.0-39.0-1.0","458.1299999845214","","","","","","","","49","0,1,0"
"","html-keyboard-response","56","581982","0.0-40.0-0.0","null","<p></p>","null","","","","","","",""
"","do_trial","57","586761","0.0-40.0-1.0","273.44000001903623","","","","","","","","49","1,0,0"
"","do_bye","58","588269","0.0-41.0-0.0","null","","","","","","","","null",""
"","do_travel","59","594275","0.0-41.0-1.0","null","","","","","","","","null",""
"","do_welcome","60","595783","0.0-41.0-2.0","null","","","","","","","","null",""
"","do_trial","61","601792","0.0-41.0-3.0","null","","","","","","","","null","1,0,0"
"","do_bye","62","603300","0.0-42.0-0.0","null","","","","","","","","null",""
"","do_travel","63","609303","0.0-42.0-1.0","null","","","","","","","","null",""
"","do_welcome","64","610807","0.0-42.0-2.0","null","","","","","","","","null",""
"","do_trial","65","616817","0.0-42.0-3.0","null","","","","","","","","null","1,0,0"
"","do_bye","66","618324","0.0-43.0-0.0","null","","","","","","","","null",""
"","do_travel","67","624386","0.0-43.0-1.0","null","","","","","","","","null",""
"","do_welcome","68","625946","0.0-43.0-2.0","null","","","","","","","","null",""
