"success","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","key_press","response","choice_outcomes","context_n","context_img_id","trial_n","probe_img_id","pR_red","pR_white","pR_black","outcome","contextArray_ind","validImageProbes","invalidImageProbes","pRew_Red","pRew_White","pRew_Black","availableForMemProbe","invalidProbeTrials","invalidProbeTrials_copy","choice_blocks"
"","do_trial","38","145658","0.0-20.0-0.0","null","","","null","0,0,0","2","city","4","probe-51","0.9420574624874692","0.41983815822084536","0.06498037060225775","","","","","","","","","","",""
"","do_trial","39","154058","0.0-21.0-0.0","null","","","null","0,0,0","2","city","5","probe-32","0.9258070535582626","0.44149143510255934","0.14433282565091685","","","","","","","","","","",""
"","do_bye","40","157057","0.0-22.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_travel","41","163141","0.0-23.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_welcome","42","165535","0.0-23.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_trial","43","172567","0.0-24.0-0.0","null","","","null","0,0,0","3","coast","6","probe-178","0.8631456224190336","0.34119302204705015","0.25866649216039334","","","","","","","","","","",""
"","do_trial","44","180530","0.0-25.0-0.0","null","","","null","1,1,1","3","coast","7","probe-216","0.843493053177449","0.3336273121334201","0.2864639847726887","","","","","","","","","","",""
"","do_bye","45","182530","0.0-26.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_travel","46","188908","0.0-27.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_welcome","47","191335","0.0-27.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_trial","48","198571","0.0-28.0-0.0","null","","","null","1,1,0","4","countryside","8","probe-218","0.7888521423690805","0.39789090627350165","0.30486608565196766","","","","","","","","","","",""
"","do_trial","49","206957","0.0-29.0-0.0","null","","","null","1,1,0","4","countryside","9","probe-231","0.815978579812128","0.43601741123390475","0.19309947631290614","","","","","","","","","","",""
"","do_bye","50","209312","0.0-30.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_travel","51","215774","0.0-31.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_welcome","52","217529","0.0-31.0-1.0","null","","","null","","","","","","","","","","","","","","","","","","",""
"","do_trial","53","225108","0.0-32.0-0.0","null","","","null","1,1,0","5","highway","10","probe-47","0.7894025528447633","0.45905335892163474","0.36131963336249473","","","","","","","","","","",""
"","do_trial","54","231577","0.0-33.0-0.0","null","","","null","0,0,1","5","highway","11","probe-82","0.5939429801109855","0.19261478504802412","0.5712688622094737","","","","","","","","","","",""
"","do_bye","55","234310","0.0-34.0-0.0","null","","","null","","","","","","","","","","","","","","","","","","",""
